Date,Team,Opp,Score,FPts,Min,G,KP,AT,SOT,TkW,DIS,YC,RC,ACNC,Int,CLR,CoS,BS,AER,PKM,PKD,OG,GAO,CS,player_id,player_name,injured,GA,Sv,PKS,HCS,Sm
2026-02-08,MCI,@LIV,W 2-1,26,90,1,3,1,3,0,1,1,0,0,0,1,0,0,3,0,0,0,1,0,061vq,Erling Haaland,,,,,,
2026-02-01,MCI,@TOT,T 2-2,16,90,0,4,1,0,0,1,0,0,0,0,1,2,0,1,0,0,0,2,0,061vq,Erling Haaland,,,,,,
2026-01-24,MCI,WOL,W 2-0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,061vq,Erling Haaland,,,,,,
2026-01-17,MCI,@MUN,L 0-2,-0.5,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,061vq,Erling Haaland,,,,,,
2026-01-07,MCI,BHA,T 1-1,22,90,1,1,0,4,1,2,0,0,0,0,1,0,0,6,0,0,0,1,0,061vq,Erling Haaland,,,,,,
2026-01-04,MCI,CHE,T 1-1,6,90,0,0,0,1,0,1,0,0,0,1,0,2,0,3,0,0,0,1,0,061vq,Erling Haaland,,,,,,
2026-01-01,MCI,@SUN,T 0-0,6,90,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,061vq,Erling Haaland,,,,,,
2025-12-27,MCI,@NOT,W 2-1,2.5,90,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,061vq,Erling Haaland,,,,,,
2025-12-20,MCI,WHU,W 3-0,32.5,90,2,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,061vq,Erling Haaland,,,,,,
2025-12-14,MCI,@CRY,W 3-0,24.5,88,2,0,0,2,2,2,0,0,0,0,3,0,0,3,0,0,0,0,1,061vq,Erling Haaland,,,,,,
2025-12-06,MCI,SUN,W 3-0,3.5,68,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,061vq,Erling Haaland,,,,,,
2025-12-02,MCI,@FUL,W 5-4,30.5,90,1,2,2,1,0,0,0,0,0,1,0,0,0,5,0,0,0,4,0,061vq,Erling Haaland,,,,,,
2025-11-29,MCI,LEE,W 3-2,6,90,0,1,0,1,0,0,0,0,0,0,3,0,1,2,0,0,0,2,0,061vq,Erling Haaland,,,,,,
2025-11-22,MCI,@NEW,L 1-2,6.5,90,0,0,0,2,1,1,0,0,0,0,1,0,0,4,0,0,0,2,0,061vq,Erling Haaland,,,,,,
2025-11-09,MCI,LIV,W 3-0,12.5,90,1,1,0,2,1,1,0,0,0,0,1,0,0,2,1,0,0,0,1,061vq,Erling Haaland,,,,,,
2025-11-02,MCI,BOU,W 3-1,29,81,2,0,0,4,0,0,0,0,0,0,1,2,0,2,0,0,0,1,0,061vq,Erling Haaland,,,,,,
2025-10-26,MCI,@AVL,L 0-1,7.5,90,0,0,0,3,0,1,0,0,0,0,3,0,0,4,0,0,0,1,0,061vq,Erling Haaland,,,,,,
2025-10-18,MCI,EVE,W 2-0,28,90,2,0,0,4,0,0,0,0,0,0,2,1,0,2,0,0,0,0,1,061vq,Erling Haaland,,,,,,
2025-10-05,MCI,@BRF,W 1-0,12,90,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,061vq,Erling Haaland,,,,,,
2025-09-27,MCI,BUR,W 5-1,34.5,90,2,2,1,3,0,1,0,0,0,0,2,0,0,2,0,0,0,1,0,061vq,Erling Haaland,,,,,,
2025-09-21,MCI,@ARS,T 1-1,13,75,1,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,0,0,1,061vq,Erling Haaland,,,,,,
2025-09-14,MCI,MUN,W 3-0,28.5,86,2,1,0,3,0,0,0,0,0,0,6,2,0,1,0,0,0,0,1,061vq,Erling Haaland,,,,,,
2025-08-31,MCI,@BHA,L 1-2,17,90,1,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,061vq,Erling Haaland,,,,,,
2025-08-23,MCI,TOT,L 0-2,3,90,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,0,061vq,Erling Haaland,,,,,,
2025-08-16,MCI,@WOL,W 4-0,24,72,2,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,061vq,Erling Haaland,,,,,,
2026-02-09,MCI,FUL,TBD,,,,,,,,,,,,,,,,,,,,,,061vq,Erling Haaland,Available,,,,,
2026-02-07,AVL,@BOU,T 1-1,17,90,1,2,0,1,1,1,0,0,0,1,4,0,0,1,0,0,0,1,0,05uht,Morgan Rogers,,,,,,
2026-02-01,AVL,BRF,L 0-1,8,90,0,2,0,1,0,1,0,0,0,0,2,2,0,1,0,0,0,1,0,05uht,Morgan Rogers,,,,,,
2026-01-25,AVL,@NEW,W 2-0,19,90,0,2,1,2,3,6,0,0,0,0,2,2,0,4,0,0,0,0,1,05uht,Morgan Rogers,,,,,,
2026-01-18,AVL,EVE,L 0-1,6.5,90,0,2,0,2,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,05uht,Morgan Rogers,,,,,,
2026-01-07,AVL,@CRY,T 0-0,10,90,0,2,0,2,1,4,0,0,0,0,0,2,0,0,0,0,0,0,1,05uht,Morgan Rogers,,,,,,
2026-01-03,AVL,NOT,W 3-1,8,90,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,05uht,Morgan Rogers,,,,,,
2025-12-30,AVL,@ARS,L 1-4,-1,81,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,05uht,Morgan Rogers,,,,,,
2025-12-27,AVL,@CHE,W 2-1,3.5,90,0,3,0,0,1,5,1,0,0,0,1,0,0,2,0,0,0,1,0,05uht,Morgan Rogers,,,,,,
2025-12-21,AVL,MUN,W 2-1,25,90,2,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,05uht,Morgan Rogers,,,,,,
2025-12-14,AVL,@WHU,W 3-2,28,90,2,0,0,2,2,1,0,0,0,1,1,3,0,1,0,0,0,2,0,05uht,Morgan Rogers,,,,,,
2025-12-06,AVL,ARS,W 2-1,10.5,90,0,2,0,1,1,0,0,0,1,1,2,1,0,1,0,0,0,1,0,05uht,Morgan Rogers,,,,,,
2025-12-03,AVL,@BHA,W 4-3,15.5,90,0,3,1,0,0,2,0,0,0,1,1,2,1,1,0,0,0,3,0,05uht,Morgan Rogers,,,,,,
2025-11-30,AVL,WOL,W 1-0,2.5,90,0,0,0,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,05uht,Morgan Rogers,,,,,,
2025-11-23,AVL,@LEE,W 2-1,29.5,90,2,2,0,2,0,3,0,0,0,1,1,4,0,0,0,0,0,1,0,05uht,Morgan Rogers,,,,,,
2025-11-09,AVL,BOU,W 4-0,1,85,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,1,05uht,Morgan Rogers,,,,,,
2025-11-01,AVL,@LIV,L 0-2,3,90,0,1,0,1,2,3,1,0,0,0,1,0,0,1,0,0,0,2,0,05uht,Morgan Rogers,,,,,,
2025-10-26,AVL,MCI,W 1-0,6.5,90,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,05uht,Morgan Rogers,,,,,,
2025-10-19,AVL,@TOT,W 2-1,10.5,90,1,0,0,1,0,5,0,0,0,0,0,2,0,0,0,0,0,1,0,05uht,Morgan Rogers,,,,,,
2025-10-05,AVL,BUR,W 2-1,15,90,0,1,1,2,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,05uht,Morgan Rogers,,,,,,
2025-09-28,AVL,FUL,W 3-1,9.5,90,0,2,1,0,0,2,0,0,0,0,3,0,0,1,0,0,0,1,0,05uht,Morgan Rogers,,,,,,
2025-09-21,AVL,@SUN,T 1-1,2.5,81,0,2,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,1,0,05uht,Morgan Rogers,,,,,,
2025-09-13,AVL,@EVE,T 0-0,4,90,0,0,0,1,0,2,0,0,0,1,1,0,0,2,0,0,0,0,1,05uht,Morgan Rogers,,,,,,
2025-08-31,AVL,CRY,L 0-3,2.5,90,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,0,0,3,0,05uht,Morgan Rogers,,,,,,
2025-08-23,AVL,@BRF,L 0-1,5,90,0,1,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,05uht,Morgan Rogers,,,,,,
2025-08-16,AVL,NEW,T 0-0,5.5,90,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,05uht,Morgan Rogers,,,,,,
2026-02-09,AVL,BHA,TBD,,,,,,,,,,,,,,,,,,,,,,05uht,Morgan Rogers,Available,,,,,
2026-01-25,ARS,MUN,L 2-3,13.5,90,0,3,0,1,0,1,0,0,1,2,1,3,0,0,0,0,0,3,0,04y92,Bukayo Saka,,,,,,
2026-01-17,ARS,@NOT,T 0-0,13,32,0,3,0,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,04y92,Bukayo Saka,,,,,,
2026-01-08,ARS,LIV,T 0-0,5,77,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,04y92,Bukayo Saka,,,,,,
2026-01-03,ARS,@BOU,W 3-2,14,22,0,3,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,04y92,Bukayo Saka,,,,,,
2025-12-30,ARS,AVL,W 4-1,10.5,82,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,04y92,Bukayo Saka,,,,,,
2025-12-27,ARS,BHA,W 2-1,24,90,0,4,1,2,1,0,0,0,1,1,0,3,0,0,0,0,0,1,0,04y92,Bukayo Saka,,,,,,
2025-12-20,ARS,@EVE,W 1-0,11.5,90,0,1,0,1,1,0,0,0,1,0,0,4,0,1,0,0,0,0,1,04y92,Bukayo Saka,,,,,,
2025-12-13,ARS,WOL,W 2-1,28.5,90,0,3,2,0,0,0,0,0,5,0,0,4,0,3,0,0,0,1,0,04y92,Bukayo Saka,,,,,,
2025-12-06,ARS,@AVL,L 1-2,18.5,78,0,4,1,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,04y92,Bukayo Saka,,,,,,
2025-12-03,ARS,BRF,W 2-0,13.5,28,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,04y92,Bukayo Saka,,,,,,
2025-11-30,ARS,@CHE,T 1-1,16,90,0,2,1,1,0,1,0,0,2,0,0,2,0,1,0,0,0,1,0,04y92,Bukayo Saka,,,,,,
2025-11-23,ARS,TOT,W 4-1,9.5,90,0,2,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,04y92,Bukayo Saka,,,,,,
2025-11-08,ARS,@SUN,T 2-2,20,90,1,2,0,2,1,2,0,0,1,0,2,1,0,2,0,0,0,2,0,04y92,Bukayo Saka,,,,,,
2025-11-01,ARS,@BUR,W 2-0,9,90,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04y92,Bukayo Saka,,,,,,
2025-10-26,ARS,CRY,W 1-0,3.5,65,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,1,04y92,Bukayo Saka,,,,,,
2025-10-18,ARS,@FUL,W 1-0,22.5,90,0,6,0,1,1,4,0,0,2,0,1,6,0,1,0,0,0,0,1,04y92,Bukayo Saka,,,,,,
2025-10-04,ARS,WHU,W 2-0,17,90,1,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,04y92,Bukayo Saka,,,,,,
2025-09-28,ARS,@NEW,W 2-1,4.5,69,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,04y92,Bukayo Saka,,,,,,
2025-09-21,ARS,MCI,T 1-1,8,45,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,04y92,Bukayo Saka,,,,,,
2025-08-23,ARS,LEE,W 5-0,17,52,1,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,04y92,Bukayo Saka,,,,,,
2025-08-17,ARS,@MUN,W 1-0,7,90,0,1,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,1,04y92,Bukayo Saka,,,,,,
2026-02-09,ARS,@BRF,TBD,,,,,,,,,,,,,,,,,,,,,,04y92,Bukayo Saka,Out,,,,,
2026-02-07,NEW,BRF,L 2-3,25,90,1,3,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,3,0,05ylj,Bruno Guimaraes,,,,,,
2026-01-18,NEW,@WOL,T 0-0,12,90,0,3,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,05ylj,Bruno Guimaraes,,,,,,
2026-01-07,NEW,LEE,W 4-3,29,90,1,4,1,1,3,3,0,0,2,0,1,0,0,1,0,0,0,3,0,05ylj,Bruno Guimaraes,,,,,,
2026-01-04,NEW,CRY,W 2-0,19.5,90,1,1,0,1,2,3,0,0,0,3,1,1,0,2,0,0,0,0,1,05ylj,Bruno Guimaraes,,,,,,
2025-12-30,NEW,@BUR,W 3-1,24.5,90,1,3,0,2,3,2,0,0,1,1,2,1,0,1,0,0,0,1,0,05ylj,Bruno Guimaraes,,,,,,
2025-12-26,NEW,@MUN,L 0-1,6,90,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0,05ylj,Bruno Guimaraes,,,,,,
2025-12-20,NEW,CHE,T 2-2,3.5,90,0,1,0,0,1,3,0,0,1,0,1,1,0,0,0,0,0,2,0,05ylj,Bruno Guimaraes,,,,,,
2025-12-14,NEW,@SUN,L 0-1,5.5,90,0,1,0,2,1,0,1,0,0,0,6,0,0,1,0,0,0,1,0,05ylj,Bruno Guimaraes,,,,,,
2025-12-06,NEW,BUR,W 2-1,17.5,90,1,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,05ylj,Bruno Guimaraes,,,,,,
2025-12-02,NEW,TOT,T 2-2,13,45,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,05ylj,Bruno Guimaraes,,,,,,
2025-11-29,NEW,@EVE,W 4-1,4.5,88,0,0,0,0,2,1,0,0,1,2,4,0,0,0,0,0,0,1,0,05ylj,Bruno Guimaraes,,,,,,
2025-11-22,NEW,MCI,W 2-1,17,90,0,1,2,0,1,1,0,0,0,2,1,0,0,1,0,0,0,1,0,05ylj,Bruno Guimaraes,,,,,,
2025-11-09,NEW,@BRF,L 1-3,4,88,0,0,0,0,2,0,0,0,0,0,6,2,0,0,0,0,0,3,0,05ylj,Bruno Guimaraes,,,,,,
2025-11-02,NEW,@WHU,L 1-3,13,90,0,4,1,0,1,2,1,0,0,0,1,1,0,0,0,0,0,3,0,05ylj,Bruno Guimaraes,,,,,,
2025-10-25,NEW,FUL,W 2-1,23.5,90,1,4,0,1,3,1,0,0,0,0,0,2,0,0,0,0,0,1,0,05ylj,Bruno Guimaraes,,,,,,
2025-10-18,NEW,@BHA,L 1-2,6.5,85,0,1,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,2,0,05ylj,Bruno Guimaraes,,,,,,
2025-10-05,NEW,NOT,W 2-0,26,90,1,1,1,1,3,1,0,0,0,0,0,1,0,1,0,1,0,0,1,05ylj,Bruno Guimaraes,,,,,,
2025-09-28,NEW,ARS,L 1-2,5.5,90,0,2,0,0,1,2,0,0,0,0,1,0,0,3,0,0,0,2,0,05ylj,Bruno Guimaraes,,,,,,
2025-09-13,NEW,WOL,W 1-0,3.5,90,0,2,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,1,05ylj,Bruno Guimaraes,,,,,,
2025-08-30,NEW,@LEE,T 0-0,1,90,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,05ylj,Bruno Guimaraes,,,,,,
2025-08-25,NEW,LIV,L 2-3,11,90,1,0,0,1,2,2,1,0,0,0,0,1,0,0,0,0,0,3,0,05ylj,Bruno Guimaraes,,,,,,
2025-08-16,NEW,@AVL,T 0-0,5,90,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,05ylj,Bruno Guimaraes,,,,,,
2026-02-09,NEW,@TOT,TBD,,,,,,,,,,,,,,,,,,,,,,05ylj,Bruno Guimaraes,Available,,,,,
2026-02-07,ARS,SUN,W 3-0,11.5,90,0,3,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,1,04agz,Declan Rice,,,,,,
2026-01-31,ARS,@LEE,W 4-0,9,90,0,3,0,0,1,0,0,0,0,0,4,0,0,2,0,0,0,0,1,04agz,Declan Rice,,,,,,
2026-01-25,ARS,MUN,L 2-3,11.5,90,0,4,0,0,2,1,1,0,2,1,0,0,1,0,0,0,0,3,0,04agz,Declan Rice,,,,,,
2026-01-17,ARS,@NOT,T 0-0,16,90,0,3,0,1,0,0,0,0,2,1,4,1,2,2,0,0,0,0,1,04agz,Declan Rice,,,,,,
2026-01-08,ARS,LIV,T 0-0,10,90,0,2,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,04agz,Declan Rice,,,,,,
2026-01-03,ARS,@BOU,W 3-2,26,90,2,1,0,2,2,1,0,0,0,0,3,0,0,1,0,0,0,2,0,04agz,Declan Rice,,,,,,
2025-12-27,ARS,BHA,W 2-1,13,90,0,1,1,0,0,0,0,0,2,3,2,0,0,0,0,0,0,1,0,04agz,Declan Rice,,,,,,
2025-12-20,ARS,@EVE,W 1-0,17,90,0,2,1,0,2,1,0,0,0,3,4,0,0,3,0,0,0,0,1,04agz,Declan Rice,,,,,,
2025-12-13,ARS,WOL,W 2-1,5,90,0,1,0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,1,0,04agz,Declan Rice,,,,,,
2025-12-06,ARS,@AVL,L 1-2,14.5,90,0,2,0,1,2,1,0,0,2,2,5,0,2,2,0,0,0,2,0,04agz,Declan Rice,,,,,,
2025-12-03,ARS,BRF,W 2-0,10.5,82,0,3,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,04agz,Declan Rice,,,,,,
2025-11-30,ARS,@CHE,T 1-1,5,90,0,1,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,1,0,04agz,Declan Rice,,,,,,
2025-11-23,ARS,TOT,W 4-1,16,90,0,3,1,1,2,0,1,0,1,0,3,0,0,2,0,0,0,1,0,04agz,Declan Rice,,,,,,
2025-11-08,ARS,@SUN,T 2-2,6,90,0,1,0,1,0,1,0,0,1,1,4,0,0,1,0,0,0,2,0,04agz,Declan Rice,,,,,,
2025-11-01,ARS,@BUR,W 2-0,24.5,90,1,1,0,1,5,0,0,0,0,3,4,1,0,3,0,0,0,0,1,04agz,Declan Rice,,,,,,
2025-10-26,ARS,CRY,W 1-0,21.5,81,0,3,1,1,3,1,0,0,1,2,1,0,0,2,0,0,0,0,1,04agz,Declan Rice,,,,,,
2025-10-18,ARS,@FUL,W 1-0,5.5,90,0,1,0,0,0,3,0,0,0,0,2,1,1,4,0,0,0,0,1,04agz,Declan Rice,,,,,,
2025-10-04,ARS,WHU,W 2-0,20.5,78,1,3,0,1,0,1,0,0,1,0,2,2,0,0,0,0,0,0,1,04agz,Declan Rice,,,,,,
2025-09-28,ARS,@NEW,W 2-1,19.5,90,0,3,1,0,1,0,0,0,3,0,3,1,1,3,0,0,0,1,0,04agz,Declan Rice,,,,,,
2025-09-21,ARS,MCI,T 1-1,7.5,90,0,2,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,1,0,04agz,Declan Rice,,,,,,
2025-09-13,ARS,NOT,W 3-0,0.5,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,04agz,Declan Rice,,,,,,
2025-08-31,ARS,@LIV,L 0-1,6.5,90,0,1,0,0,0,1,0,0,0,3,2,1,1,0,0,0,0,1,0,04agz,Declan Rice,,,,,,
2025-08-23,ARS,LEE,W 5-0,15,90,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,04agz,Declan Rice,,,,,,
2025-08-17,ARS,@MUN,W 1-0,8,82,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,04agz,Declan Rice,,,,,,
2026-02-09,ARS,@BRF,TBD,,,,,,,,,,,,,,,,,,,,,,04agz,Declan Rice,Available,,,,,
2026-02-07,CHE,@WOL,W 3-1,20,74,0,0,2,0,0,2,0,0,0,0,2,4,1,0,0,2,0,1,0,05g2o,Joao Pedro,,,,,,
2026-01-31,CHE,WHU,W 3-2,18,45,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,05g2o,Joao Pedro,,,,,,
2026-01-25,CHE,@CRY,W 3-1,26,84,1,1,1,2,1,1,0,0,0,0,1,2,1,3,0,0,0,0,1,05g2o,Joao Pedro,,,,,,
2026-01-17,CHE,BRF,W 2-0,12,73,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,05g2o,Joao Pedro,,,,,,
2026-01-07,CHE,@FUL,L 1-2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,05g2o,Joao Pedro,,,,,,
2026-01-04,CHE,@MCI,T 1-1,1,61,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,1,0,05g2o,Joao Pedro,,,,,,
2025-12-30,CHE,BOU,T 2-2,1.5,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,05g2o,Joao Pedro,,,,,,
2025-12-27,CHE,AVL,L 1-2,17,68,1,0,0,2,2,0,0,0,0,0,1,1,0,2,0,0,0,1,0,05g2o,Joao Pedro,,,,,,
2025-12-20,CHE,@NEW,T 2-2,16.5,90,1,2,0,1,0,0,1,0,0,0,3,1,0,5,0,0,0,2,0,05g2o,Joao Pedro,,,,,,
2025-12-13,CHE,EVE,W 2-0,4.5,80,0,1,0,0,0,3,0,0,0,0,1,2,0,4,0,0,0,0,1,05g2o,Joao Pedro,,,,,,
2025-12-06,CHE,@BOU,T 0-0,2,31,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,05g2o,Joao Pedro,,,,,,
2025-12-03,CHE,@LEE,L 1-3,7.5,90,0,3,0,0,0,2,0,0,0,0,2,1,0,3,0,0,0,3,0,05g2o,Joao Pedro,,,,,,
2025-11-30,CHE,ARS,T 1-1,4,54,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,05g2o,Joao Pedro,,,,,,
2025-11-22,CHE,@BUR,W 2-0,1.5,75,0,1,0,0,0,5,1,0,0,1,1,2,0,2,0,0,0,0,1,05g2o,Joao Pedro,,,,,,
2025-11-08,CHE,WOL,W 3-0,18,82,1,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,05g2o,Joao Pedro,,,,,,
2025-11-01,CHE,@TOT,W 1-0,27.5,90,1,2,0,5,2,2,0,0,0,0,1,1,0,5,0,0,0,0,1,05g2o,Joao Pedro,,,,,,
2025-10-25,CHE,SUN,L 1-2,3.5,84,0,1,0,0,0,3,0,0,0,0,1,2,1,0,0,0,0,1,0,05g2o,Joao Pedro,,,,,,
2025-10-18,CHE,@NOT,W 3-0,5.5,90,0,2,0,0,0,4,0,0,0,0,0,2,0,3,0,0,0,0,1,05g2o,Joao Pedro,,,,,,
2025-10-04,CHE,LIV,W 2-1,0,73,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,05g2o,Joao Pedro,,,,,,
2025-09-27,CHE,BHA,L 1-3,5.5,90,0,2,0,0,1,3,0,0,0,1,0,0,0,2,0,0,0,3,0,05g2o,Joao Pedro,,,,,,
2025-09-20,CHE,@MUN,L 1-2,5,90,0,1,0,0,1,3,0,0,0,0,1,3,0,1,0,0,0,2,0,05g2o,Joao Pedro,,,,,,
2025-09-13,CHE,@BRF,T 2-2,10,78,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,05g2o,Joao Pedro,,,,,,
2025-08-30,CHE,FUL,W 2-0,16,90,1,1,0,2,1,4,0,0,0,0,2,0,1,2,0,0,0,0,1,05g2o,Joao Pedro,,,,,,
2025-08-22,CHE,@WHU,W 5-1,33.5,90,1,2,2,1,1,1,0,0,1,0,2,1,1,6,0,0,0,1,0,05g2o,Joao Pedro,,,,,,
2025-08-17,CHE,CRY,T 0-0,0.5,72,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,05g2o,Joao Pedro,,,,,,
2026-02-09,CHE,LEE,TBD,,,,,,,,,,,,,,,,,,,,,,05g2o,Joao Pedro,Available,,,,,
2026-02-07,EVE,@FUL,W 2-1,0.25,90,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,1,0,0427d,James Tarkowski,,,,,,
2026-01-31,EVE,@BHA,T 1-1,7,90,0,0,0,0,2,0,0,0,0,1,4,0,1,4,0,0,0,1,0,0427d,James Tarkowski,,,,,,
2026-01-26,EVE,LEE,T 1-1,8.75,90,0,0,0,0,1,0,0,0,0,0,11,0,1,6,0,0,0,1,0,0427d,James Tarkowski,,,,,,
2026-01-18,EVE,@AVL,W 1-0,16,90,0,0,0,0,1,0,0,0,0,3,4,0,2,3,0,0,0,0,1,0427d,James Tarkowski,,,,,,
2026-01-07,EVE,WOL,T 1-1,13.75,90,0,1,0,0,0,0,0,0,0,0,11,0,2,9,0,0,0,1,0,0427d,James Tarkowski,,,,,,
2026-01-04,EVE,BRF,L 2-4,14.25,90,0,2,0,2,3,0,0,0,0,0,9,0,0,9,0,0,0,4,0,0427d,James Tarkowski,,,,,,
2025-12-30,EVE,@NOT,W 2-0,22.25,90,0,0,0,1,1,0,0,0,0,1,13,0,3,6,0,0,0,0,1,0427d,James Tarkowski,,,,,,
2025-12-27,EVE,@BUR,T 0-0,14.25,90,0,0,0,0,0,0,0,0,0,3,9,0,1,2,0,0,0,0,1,0427d,James Tarkowski,,,,,,
2025-12-20,EVE,ARS,L 0-1,7.25,90,0,1,0,0,0,0,1,0,1,1,5,0,1,5,0,0,0,1,0,0427d,James Tarkowski,,,,,,
2025-12-13,EVE,@CHE,L 0-2,-0.75,90,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0427d,James Tarkowski,,,,,,
2025-12-06,EVE,NOT,W 3-0,16.25,90,0,0,0,0,0,0,1,0,0,2,13,0,2,5,0,0,0,0,1,0427d,James Tarkowski,,,,,,
2025-12-02,EVE,@BOU,W 1-0,14.5,90,0,1,0,0,1,0,0,0,0,1,6,0,1,2,0,0,0,0,1,0427d,James Tarkowski,,,,,,
2025-11-29,EVE,NEW,L 1-4,10.75,90,0,2,1,0,2,0,0,0,0,1,3,0,1,3,0,0,0,4,0,0427d,James Tarkowski,,,,,,
2025-11-24,EVE,@MUN,W 1-0,17.25,90,0,1,0,0,0,0,0,0,0,2,9,0,3,2,0,0,0,0,1,0427d,James Tarkowski,,,,,,
2025-11-08,EVE,FUL,W 2-0,15.25,90,0,0,0,1,0,0,1,0,0,2,5,0,0,6,0,0,0,0,1,0427d,James Tarkowski,,,,,,
2025-11-03,EVE,@SUN,T 1-1,4.75,90,0,0,0,0,0,0,0,0,0,0,7,0,1,4,0,0,0,1,0,0427d,James Tarkowski,,,,,,
2025-10-26,EVE,TOT,L 0-3,6,90,0,2,0,0,1,0,0,0,0,2,4,0,0,4,0,0,0,3,0,0427d,James Tarkowski,,,,,,
2025-10-18,EVE,@MCI,L 0-2,7.25,90,0,0,0,0,2,0,0,0,0,0,9,0,2,5,0,0,0,2,0,0427d,James Tarkowski,,,,,,
2025-10-05,EVE,CRY,W 2-1,12.25,90,0,1,0,0,0,0,0,0,0,1,5,0,3,7,0,0,0,1,0,0427d,James Tarkowski,,,,,,
2025-09-29,EVE,WHU,T 1-1,6.5,90,0,1,0,0,0,0,1,0,1,0,6,0,1,5,0,0,0,1,0,0427d,James Tarkowski,,,,,,
