Date,Team,Opp,Score,FPts,Min,G,KP,AT,SOT,TkW,DIS,YC,RC,ACNC,Int,CLR,CoS,BS,AER,PKM,PKD,OG,GAO,CS,player_id,player_name,injured,GA,Sv,PKS,HCS,Sm
2025-10-18,CHE,@NOT,W 3-0,12,90,0,0,0,0,0,0,1,0,,1,0,0,,0,,,0,,1,04yme,Robert Sanchez,,0,2,0,1,0
2025-10-04,CHE,LIV,W 2-1,2,90,0,0,0,0,0,0,0,0,,0,0,0,,1,,,0,,0,04yme,Robert Sanchez,,1,1,0,1,0
2025-09-27,CHE,BHA,L 1-3,3,90,0,2,0,0,0,0,0,0,,0,0,0,,1,,,0,,0,04yme,Robert Sanchez,,3,0,0,4,0
2025-09-20,CHE,@MUN,L 1-2,-5,4,0,0,0,0,0,0,0,1,,0,0,0,,0,,,0,,0,04yme,Robert Sanchez,,0,1,0,0,0
2025-09-13,CHE,@BRF,T 2-2,5.5,90,0,0,0,0,0,0,0,0,,0,2,0,,0,,,0,,0,04yme,Robert Sanchez,,2,3,0,3,0
2025-08-30,CHE,FUL,W 2-0,10,90,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,1,04yme,Robert Sanchez,,0,1,0,0,0
2025-08-22,CHE,@WHU,W 5-1,5,90,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,0,04yme,Robert Sanchez,,1,3,0,1,0
2025-08-17,CHE,CRY,T 0-0,17.25,90,0,0,0,0,0,0,0,0,,0,1,0,,1,,,0,,1,04yme,Robert Sanchez,,0,4,0,0,0
2026-02-09,CHE,LEE,TBD,,,,,,,,,,,,,,,,,,,,,,04yme,Robert Sanchez,Available,,,,,
2026-02-08,LIV,MCI,L 1-2,11,90,0,1,1,0,1,1,0,0,0,0,2,1,1,1,0,0,0,2,0,06fxe,Ryan Gravenberch,,,,,,
2026-01-31,LIV,NEW,W 4-1,10,90,0,1,0,0,4,0,0,0,0,2,2,1,1,0,0,0,0,1,0,06fxe,Ryan Gravenberch,,,,,,
2026-01-24,LIV,@BOU,L 2-3,4.5,90,0,1,0,0,2,1,1,0,0,1,1,0,2,0,0,0,0,3,0,06fxe,Ryan Gravenberch,,,,,,
2026-01-17,LIV,BUR,T 1-1,7.5,77,0,1,0,0,1,1,0,0,0,2,0,2,1,0,0,0,0,1,0,06fxe,Ryan Gravenberch,,,,,,
2026-01-08,LIV,@ARS,T 0-0,5.5,90,0,0,0,0,2,2,0,0,0,1,1,1,1,1,0,0,0,0,1,06fxe,Ryan Gravenberch,,,,,,
2026-01-04,LIV,@FUL,T 2-2,4.5,90,0,1,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0,2,0,06fxe,Ryan Gravenberch,,,,,,
2026-01-01,LIV,LEE,T 0-0,3.5,90,0,0,0,0,0,3,0,0,0,1,2,3,0,0,0,0,0,0,1,06fxe,Ryan Gravenberch,,,,,,
2025-12-27,LIV,WOL,W 2-1,19,90,1,0,0,1,3,0,0,0,0,4,1,0,0,2,0,0,0,1,0,06fxe,Ryan Gravenberch,,,,,,
2025-12-20,LIV,@TOT,W 2-1,7,90,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,06fxe,Ryan Gravenberch,,,,,,
2025-12-13,LIV,BHA,W 2-0,12.5,90,0,2,0,1,1,1,0,0,0,1,4,2,1,2,0,0,0,0,1,06fxe,Ryan Gravenberch,,,,,,
2025-12-06,LIV,@LEE,T 3-3,10,90,0,1,1,0,1,1,0,0,0,1,2,0,0,1,0,0,0,3,0,06fxe,Ryan Gravenberch,,,,,,
2025-12-03,LIV,SUN,T 1-1,9.5,90,0,3,0,0,2,0,0,0,0,1,2,0,0,1,0,0,0,1,0,06fxe,Ryan Gravenberch,,,,,,
2025-11-30,LIV,@WHU,W 2-0,2.5,90,0,0,0,0,0,1,0,0,0,0,3,1,0,2,0,0,0,0,1,06fxe,Ryan Gravenberch,,,,,,
2025-11-22,LIV,NOT,L 0-3,0,90,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,3,0,06fxe,Ryan Gravenberch,,,,,,
2025-11-09,LIV,@MCI,L 0-3,2,90,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,3,0,06fxe,Ryan Gravenberch,,,,,,
2025-11-01,LIV,AVL,W 2-0,20.5,90,1,1,0,1,2,0,0,0,0,4,0,0,0,1,0,0,0,0,1,06fxe,Ryan Gravenberch,,,,,,
2025-10-19,LIV,MUN,L 1-2,2,61,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,06fxe,Ryan Gravenberch,,,,,,
2025-10-04,LIV,@CHE,L 1-2,6.5,90,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,0,2,0,06fxe,Ryan Gravenberch,,,,,,
2025-09-27,LIV,@CRY,L 1-2,11.5,90,0,0,1,1,0,0,0,0,0,2,5,1,0,1,0,0,0,2,0,06fxe,Ryan Gravenberch,,,,,,
2025-09-20,LIV,EVE,W 2-1,22,90,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,06fxe,Ryan Gravenberch,,,,,,
2025-09-14,LIV,@BUR,W 1-0,14.5,90,0,4,0,0,1,0,0,0,0,0,2,3,0,3,0,0,0,0,1,06fxe,Ryan Gravenberch,,,,,,
2025-08-31,LIV,ARS,W 1-0,5,90,0,1,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,1,06fxe,Ryan Gravenberch,,,,,,
2025-08-25,LIV,@NEW,W 3-2,9.5,90,1,0,0,1,1,2,1,0,0,1,3,0,0,1,0,0,0,2,0,06fxe,Ryan Gravenberch,,,,,,
2026-02-09,LIV,@SUN,TBD,,,,,,,,,,,,,,,,,,,,,,06fxe,Ryan Gravenberch,Available,,,,,
2026-02-07,FUL,EVE,L 1-2,14.5,74,0,1,1,1,3,2,0,0,1,0,1,0,0,3,0,0,0,0,1,04qrc,Raul Jimenez,,,,,,
2026-02-01,FUL,@MUN,L 2-3,15,90,1,0,0,2,0,3,0,0,0,1,0,0,0,1,0,1,0,3,0,04qrc,Raul Jimenez,,,,,,
2026-01-24,FUL,BHA,W 2-1,12,90,0,3,0,1,0,0,0,0,0,1,3,1,0,4,0,0,0,1,0,04qrc,Raul Jimenez,,,,,,
2026-01-17,FUL,@LEE,L 0-1,4.5,87,0,0,0,0,0,0,0,0,0,0,4,1,0,7,0,0,0,0,1,04qrc,Raul Jimenez,,,,,,
2026-01-07,FUL,CHE,W 2-1,20,90,1,3,0,1,1,1,1,0,0,1,1,0,0,7,0,0,0,1,0,04qrc,Raul Jimenez,,,,,,
2026-01-04,FUL,LIV,T 2-2,14,84,0,1,1,0,2,0,0,0,0,1,1,1,0,4,0,0,0,1,0,04qrc,Raul Jimenez,,,,,,
2026-01-01,FUL,@CRY,T 1-1,6,90,0,2,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,04qrc,Raul Jimenez,,,,,,
2025-12-27,FUL,@WHU,W 1-0,20.5,90,1,2,0,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1,04qrc,Raul Jimenez,,,,,,
2025-12-22,FUL,NOT,W 1-0,12.5,84,1,0,0,1,1,2,1,0,0,1,1,1,0,3,0,0,0,0,1,04qrc,Raul Jimenez,,,,,,
2025-12-13,FUL,@BUR,W 3-2,1.5,78,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,04qrc,Raul Jimenez,,,,,,
2025-12-07,FUL,CRY,L 1-2,10,90,0,2,1,0,0,3,0,0,0,0,1,0,1,1,0,0,0,2,0,04qrc,Raul Jimenez,,,,,,
2025-12-02,FUL,MCI,L 4-5,2,72,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5,0,04qrc,Raul Jimenez,,,,,,
2025-11-29,FUL,@TOT,W 2-1,2.5,90,0,0,0,0,0,1,1,0,0,0,2,1,1,6,0,0,0,1,0,04qrc,Raul Jimenez,,,,,,
2025-11-22,FUL,SUN,W 1-0,16,90,1,2,0,2,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,04qrc,Raul Jimenez,,,,,,
2025-11-08,FUL,@EVE,L 0-2,3.5,57,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,04qrc,Raul Jimenez,,,,,,
2025-11-01,FUL,WOL,W 3-0,14,71,0,3,1,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,04qrc,Raul Jimenez,,,,,,
2025-10-25,FUL,@NEW,L 1-2,13,90,0,0,1,2,1,2,0,0,0,0,0,1,0,4,0,0,0,2,0,04qrc,Raul Jimenez,,,,,,
2025-10-18,FUL,ARS,L 0-1,4,90,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,04qrc,Raul Jimenez,,,,,,
2025-09-28,FUL,@AVL,L 1-3,12,10,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,04qrc,Raul Jimenez,,,,,,
2025-09-20,FUL,BRF,W 3-1,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,04qrc,Raul Jimenez,,,,,,
2025-09-13,FUL,LEE,W 1-0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04qrc,Raul Jimenez,,,,,,
2025-08-30,FUL,@CHE,L 0-2,1,30,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,04qrc,Raul Jimenez,,,,,,
2025-08-24,FUL,MUN,T 1-1,0,18,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,04qrc,Raul Jimenez,,,,,,
2025-08-16,FUL,@BHA,T 1-1,-0.5,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,04qrc,Raul Jimenez,,,,,,
2026-02-09,FUL,@MCI,TBD,,,,,,,,,,,,,,,,,,,,,,04qrc,Raul Jimenez,Available,,,,,
2026-02-07,CHE,@WOL,W 3-1,6.5,90,0,0,0,0,0,0,0,0,0,3,6,0,1,3,0,0,0,1,0,04mup,Trevoh Chalobah,,,,,,
2026-01-31,CHE,WHU,W 3-2,4,90,0,0,0,0,0,0,0,0,0,3,8,0,1,2,0,0,0,2,0,04mup,Trevoh Chalobah,,,,,,
2026-01-25,CHE,@CRY,W 3-1,4,90,0,0,0,0,1,0,0,0,0,2,8,0,1,0,0,0,0,1,0,04mup,Trevoh Chalobah,,,,,,
2026-01-17,CHE,BRF,W 2-0,12,90,0,0,0,0,0,0,0,0,0,1,8,0,0,3,0,0,0,0,1,04mup,Trevoh Chalobah,,,,,,
2026-01-07,CHE,@FUL,L 1-2,3.75,90,0,0,0,0,1,0,0,0,0,2,7,0,2,1,0,0,0,2,0,04mup,Trevoh Chalobah,,,,,,
2026-01-04,CHE,@MCI,T 1-1,2.75,90,0,0,0,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,0,04mup,Trevoh Chalobah,,,,,,
2025-12-30,CHE,BOU,T 2-2,3.75,90,0,0,0,0,0,0,0,0,0,0,7,0,1,5,0,0,0,2,0,04mup,Trevoh Chalobah,,,,,,
2025-12-27,CHE,AVL,L 1-2,-3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,04mup,Trevoh Chalobah,,,,,,
2025-12-20,CHE,@NEW,T 2-2,3.5,90,0,0,0,0,1,0,0,0,0,3,6,0,0,2,0,0,0,2,0,04mup,Trevoh Chalobah,,,,,,
2025-12-13,CHE,EVE,W 2-0,11.5,90,0,0,0,0,2,1,0,0,0,0,8,0,1,1,0,0,0,0,1,04mup,Trevoh Chalobah,,,,,,
2025-12-06,CHE,@BOU,T 0-0,13.25,90,0,0,0,0,2,0,0,0,0,0,9,1,0,2,0,0,0,0,1,04mup,Trevoh Chalobah,,,,,,
2025-12-03,CHE,@LEE,L 1-3,1.75,90,0,1,0,0,3,2,0,0,0,1,3,0,1,1,0,0,0,3,0,04mup,Trevoh Chalobah,,,,,,
2025-11-30,CHE,ARS,T 1-1,16.5,90,1,0,0,1,1,0,0,0,0,0,6,0,0,4,0,0,0,1,0,04mup,Trevoh Chalobah,,,,,,
2025-11-22,CHE,@BUR,W 2-0,16.25,90,0,0,0,1,1,0,0,0,0,3,1,0,1,3,0,0,0,0,1,04mup,Trevoh Chalobah,,,,,,
2025-11-08,CHE,WOL,W 3-0,9,90,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,1,04mup,Trevoh Chalobah,,,,,,
2025-11-01,CHE,@TOT,W 1-0,8.25,90,0,0,0,0,0,0,1,0,0,2,9,0,0,0,0,0,0,0,1,04mup,Trevoh Chalobah,,,,,,
2025-10-25,CHE,SUN,L 1-2,2.75,90,0,0,0,1,0,0,0,0,0,0,7,0,0,3,0,0,0,2,0,04mup,Trevoh Chalobah,,,,,,
2025-10-18,CHE,@NOT,W 3-0,12.25,90,0,1,0,0,1,0,0,0,0,0,5,0,0,2,0,0,0,0,1,04mup,Trevoh Chalobah,,,,,,
2025-09-27,CHE,BHA,L 1-3,-6.75,52,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,04mup,Trevoh Chalobah,,,,,,
2025-09-20,CHE,@MUN,L 1-2,15,90,1,0,0,1,2,0,1,0,0,0,8,1,0,4,0,0,0,2,0,04mup,Trevoh Chalobah,,,,,,
2025-09-13,CHE,@BRF,T 2-2,8.25,90,0,1,0,0,0,0,0,0,0,2,13,0,0,5,0,0,0,2,0,04mup,Trevoh Chalobah,,,,,,
2025-08-30,CHE,FUL,W 2-0,25.75,90,0,0,1,0,3,1,0,0,1,4,1,1,1,3,0,0,0,0,1,04mup,Trevoh Chalobah,,,,,,
2025-08-22,CHE,@WHU,W 5-1,15.75,68,1,0,0,1,2,0,0,0,0,0,3,1,0,2,0,0,0,1,0,04mup,Trevoh Chalobah,,,,,,
2025-08-17,CHE,CRY,T 0-0,12.75,90,0,0,0,0,0,0,0,0,0,1,7,1,1,2,0,0,0,0,1,04mup,Trevoh Chalobah,,,,,,
2026-02-09,CHE,LEE,TBD,,,,,,,,,,,,,,,,,,,,,,04mup,Trevoh Chalobah,Available,,,,,
2026-02-07,CHE,@WOL,W 3-1,14.5,90,0,2,1,0,1,0,1,0,0,2,6,0,0,3,0,0,0,1,0,05w9i,Marc Cucurella,,,,,,
2026-01-31,CHE,WHU,W 3-2,21.25,45,1,1,0,1,3,0,0,0,1,0,1,0,0,3,0,0,0,0,0,05w9i,Marc Cucurella,,,,,,
2026-01-25,CHE,@CRY,W 3-1,9,90,0,0,0,1,2,2,0,0,2,0,8,0,0,4,0,0,0,1,0,05w9i,Marc Cucurella,,,,,,
2026-01-17,CHE,BRF,W 2-0,7.5,90,0,0,0,0,1,0,1,0,0,0,6,0,1,0,0,0,0,0,1,05w9i,Marc Cucurella,,,,,,
2026-01-07,CHE,@FUL,L 1-2,-6,21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,05w9i,Marc Cucurella,,,,,,
2025-12-27,CHE,AVL,L 1-2,5,68,0,1,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,1,0,05w9i,Marc Cucurella,,,,,,
2025-12-20,CHE,@NEW,T 2-2,0.25,90,0,0,0,0,1,1,0,0,0,0,3,0,0,3,0,0,0,2,0,05w9i,Marc Cucurella,,,,,,
2025-12-13,CHE,EVE,W 2-0,11.75,90,0,1,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,1,05w9i,Marc Cucurella,,,,,,
2025-12-06,CHE,@BOU,T 0-0,13,90,0,1,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,1,05w9i,Marc Cucurella,,,,,,
2025-12-03,CHE,@LEE,L 1-3,-0.25,90,0,0,0,0,2,0,0,0,0,0,7,0,0,2,0,0,0,3,0,05w9i,Marc Cucurella,,,,,,
2025-11-30,CHE,ARS,T 1-1,5.5,90,0,2,0,0,0,0,1,0,1,0,6,0,1,2,0,0,0,1,0,05w9i,Marc Cucurella,,,,,,
2025-11-22,CHE,@BUR,W 2-0,9.5,90,0,1,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,1,05w9i,Marc Cucurella,,,,,,
2025-11-08,CHE,WOL,W 3-0,11.75,90,0,1,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,1,05w9i,Marc Cucurella,,,,,,
2025-11-01,CHE,@TOT,W 1-0,12.5,90,0,0,0,0,2,0,0,0,0,2,2,0,0,2,0,0,0,0,1,05w9i,Marc Cucurella,,,,,,
2025-10-25,CHE,SUN,L 1-2,7.25,90,0,3,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,2,0,05w9i,Marc Cucurella,,,,,,
2025-10-18,CHE,@NOT,W 3-0,16,90,0,1,0,0,2,0,0,0,0,2,4,0,1,2,0,0,0,0,1,05w9i,Marc Cucurella,,,,,,
2025-10-04,CHE,LIV,W 2-1,17.25,90,0,3,1,0,2,0,0,0,1,2,5,0,0,0,0,0,0,1,0,05w9i,Marc Cucurella,,,,,,
2025-09-27,CHE,BHA,L 1-3,-0.75,90,0,1,0,0,3,0,1,0,1,0,1,1,0,0,0,0,0,3,0,05w9i,Marc Cucurella,,,,,,
2025-09-20,CHE,@MUN,L 1-2,-4.75,63,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,2,0,05w9i,Marc Cucurella,,,,,,
2025-09-13,CHE,@BRF,T 2-2,6.5,45,0,2,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,05w9i,Marc Cucurella,,,,,,
2025-08-30,CHE,FUL,W 2-0,14.25,90,0,2,0,0,1,0,0,0,0,1,5,0,0,1,0,0,0,0,1,05w9i,Marc Cucurella,,,,,,
2025-08-22,CHE,@WHU,W 5-1,11.5,68,0,1,1,0,1,0,0,0,0,1,2,0,1,1,0,0,0,1,0,05w9i,Marc Cucurella,,,,,,
2025-08-17,CHE,CRY,T 0-0,16,90,0,1,0,1,1,0,0,0,0,1,0,0,1,3,0,0,0,0,1,05w9i,Marc Cucurella,,,,,,
2026-02-09,CHE,LEE,TBD,,,,,,,,,,,,,,,,,,,,,,05w9i,Marc Cucurella,Available,,,,,
2026-02-07,SUN,@ARS,L 0-3,3,90,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,3,0,06v0p,Enzo Le Fée,,,,,,
2026-02-02,SUN,BUR,W 3-0,10.5,90,0,0,0,1,4,1,0,0,0,2,3,0,1,2,0,0,0,0,1,06v0p,Enzo Le Fée,,,,,,
2026-01-24,SUN,@WHU,L 1-3,3,90,0,1,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,3,0,06v0p,Enzo Le Fée,,,,,,
2026-01-17,SUN,CRY,W 2-1,15,90,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,06v0p,Enzo Le Fée,,,,,,
2026-01-07,SUN,@BRF,L 0-3,5,90,0,2,0,1,1,0,0,0,1,0,2,0,0,2,1,0,0,3,0,06v0p,Enzo Le Fée,,,,,,
2026-01-04,SUN,@TOT,T 1-1,12,90,0,1,1,0,5,2,1,0,0,1,0,1,0,0,0,0,0,1,0,06v0p,Enzo Le Fée,,,,,,
2026-01-01,SUN,MCI,T 0-0,15,90,0,2,0,0,3,0,0,0,0,5,1,1,0,2,0,0,0,0,1,06v0p,Enzo Le Fée,,,,,,
2025-12-28,SUN,LEE,T 1-1,9,90,0,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,06v0p,Enzo Le Fée,,,,,,
2025-12-20,SUN,@BHA,T 0-0,14.5,90,0,5,0,0,0,1,1,0,3,1,0,1,1,0,0,0,0,0,1,06v0p,Enzo Le Fée,,,,,,
2025-12-14,SUN,NEW,W 1-0,1.5,90,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,06v0p,Enzo Le Fée,,,,,,
2025-12-06,SUN,@MCI,L 0-3,4,90,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,06v0p,Enzo Le Fée,,,,,,
2025-12-03,SUN,@LIV,T 1-1,11,78,0,2,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,06v0p,Enzo Le Fée,,,,,,
2025-11-29,SUN,BOU,W 3-2,26,85,1,3,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,06v0p,Enzo Le Fée,,,,,,
2025-11-22,SUN,@FUL,L 0-1,5,88,0,2,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,1,0,06v0p,Enzo Le Fée,,,,,,
2025-11-08,SUN,ARS,T 2-2,4.5,63,0,1,0,0,1,2,0,0,0,1,2,0,1,1,0,0,0,1,0,06v0p,Enzo Le Fée,,,,,,
2025-11-03,SUN,EVE,T 1-1,13,90,0,2,1,0,2,0,0,0,1,0,2,0,0,0,0,0,0,1,0,06v0p,Enzo Le Fée,,,,,,
2025-10-25,SUN,@CHE,W 2-1,5.5,74,0,2,0,0,2,0,1,0,0,0,1,0,1,1,0,0,0,1,0,06v0p,Enzo Le Fée,,,,,,
2025-10-18,SUN,WOL,W 2-0,9,90,0,1,0,0,2,2,0,0,0,2,2,1,2,0,0,0,0,0,1,06v0p,Enzo Le Fée,,,,,,
2025-10-04,SUN,@MUN,L 0-2,-0.5,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,06v0p,Enzo Le Fée,,,,,,
2025-09-27,SUN,@NOT,W 1-0,4,74,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,06v0p,Enzo Le Fée,,,,,,
2025-09-21,SUN,AVL,T 1-1,2.5,80,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,06v0p,Enzo Le Fée,,,,,,
2025-08-30,SUN,BRF,W 2-1,18.5,90,1,1,0,1,3,1,0,0,1,0,2,1,1,0,0,0,0,1,0,06v0p,Enzo Le Fée,,,,,,
2025-08-23,SUN,@BUR,L 0-2,3.5,26,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,06v0p,Enzo Le Fée,,,,,,
2025-08-16,SUN,WHU,W 3-0,1,13,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,06v0p,Enzo Le Fée,,,,,,
2026-02-09,SUN,LIV,TBD,,,,,,,,,,,,,,,,,,,,,,06v0p,Enzo Le Fée,Available,,,,,
2026-02-07,EVE,@FUL,W 2-1,9.25,90,0,1,0,0,3,0,1,0,1,1,5,0,1,4,0,0,0,1,0,062oh,Jake O'Brien,,,,,,
2026-01-31,EVE,@BHA,T 1-1,17.75,90,0,1,1,1,0,1,0,0,2,0,1,0,2,5,0,0,0,1,0,062oh,Jake O'Brien,,,,,,
2026-01-26,EVE,LEE,T 1-1,8.25,90,0,0,0,0,3,1,0,0,0,0,7,1,0,5,0,0,0,1,0,062oh,Jake O'Brien,,,,,,
2026-01-18,EVE,@AVL,W 1-0,13,90,0,0,0,0,1,0,0,0,0,1,8,0,2,1,0,0,0,0,1,062oh,Jake O'Brien,,,,,,
2026-01-07,EVE,WOL,T 1-1,9.75,90,0,2,0,0,0,1,0,0,1,0,5,0,0,6,0,0,0,1,0,062oh,Jake O'Brien,,,,,,
2026-01-04,EVE,BRF,L 2-4,0.75,90,0,0,0,0,1,0,0,0,0,2,3,1,1,3,0,0,0,4,0,062oh,Jake O'Brien,,,,,,
2025-12-30,EVE,@NOT,W 2-0,15.5,90,0,0,0,0,1,0,0,0,0,0,10,0,1,5,0,0,0,0,1,062oh,Jake O'Brien,,,,,,
2025-12-27,EVE,@BUR,T 0-0,16.25,90,0,0,0,1,1,0,0,0,0,0,5,0,1,5,0,0,0,0,1,062oh,Jake O'Brien,,,,,,
2025-12-20,EVE,ARS,L 0-1,0.75,90,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,062oh,Jake O'Brien,,,,,,
2025-12-13,EVE,@CHE,L 0-2,3,90,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,062oh,Jake O'Brien,,,,,,
2025-12-06,EVE,NOT,W 3-0,16.75,90,0,1,1,0,0,0,1,0,0,1,3,0,0,2,0,0,0,0,1,062oh,Jake O'Brien,,,,,,
2025-12-02,EVE,@BOU,W 1-0,13,90,0,2,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,1,062oh,Jake O'Brien,,,,,,
2025-11-29,EVE,NEW,L 1-4,0,90,0,0,0,0,1,1,0,0,0,0,2,0,1,6,0,0,0,4,0,062oh,Jake O'Brien,,,,,,
2025-11-24,EVE,@MUN,W 1-0,12.5,79,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,1,062oh,Jake O'Brien,,,,,,
2025-11-08,EVE,FUL,W 2-0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,062oh,Jake O'Brien,,,,,,
2025-11-03,EVE,@SUN,T 1-1,4.5,82,0,0,0,0,0,0,0,0,0,0,6,1,2,2,0,0,0,1,0,062oh,Jake O'Brien,,,,,,
2025-10-26,EVE,TOT,L 0-3,-0.75,65,0,0,0,0,3,2,0,0,0,0,5,0,0,0,0,0,0,2,0,062oh,Jake O'Brien,,,,,,
2025-10-18,EVE,@MCI,L 0-2,0.75,90,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,2,0,062oh,Jake O'Brien,,,,,,
2025-10-05,EVE,CRY,W 2-1,14.75,90,0,1,0,1,2,1,0,0,2,1,5,0,1,6,0,0,0,1,0,062oh,Jake O'Brien,,,,,,
2025-09-29,EVE,WHU,T 1-1,3.75,90,0,0,0,0,1,0,0,0,0,0,7,0,0,3,0,0,0,1,0,062oh,Jake O'Brien,,,,,,
2025-09-20,EVE,@LIV,L 1-2,2.25,90,0,0,0,0,0,0,0,0,1,0,1,1,0,4,0,0,0,2,0,062oh,Jake O'Brien,,,,,,
2025-09-13,EVE,AVL,T 0-0,14,90,0,1,0,0,1,0,0,0,1,0,4,1,0,2,0,0,0,0,1,062oh,Jake O'Brien,,,,,,
2025-08-30,EVE,@WOL,W 3-2,4.5,90,0,0,0,0,1,3,0,0,1,2,4,0,1,4,0,0,0,2,0,062oh,Jake O'Brien,,,,,,
2025-08-24,EVE,BHA,W 2-0,12.5,90,0,0,0,0,2,2,0,0,1,0,2,0,0,4,0,0,0,0,1,062oh,Jake O'Brien,,,,,,
2025-08-18,EVE,@LEE,L 0-1,2.5,90,0,0,0,0,1,2,0,0,0,0,2,0,0,4,0,0,0,1,0,062oh,Jake O'Brien,,,,,,
2026-02-09,EVE,BOU,TBD,,,,,,,,,,,,,,,,,,,,,,062oh,Jake O'Brien,Available,,,,,
2026-01-25,MUN,@ARS,W 3-2,14.5,80,1,0,0,1,2,2,0,0,0,0,2,0,0,3,0,0,0,1,0,06rlj,Patrick Dorgu,,,,,,
2026-01-17,MUN,MCI,W 2-0,27.25,90,1,1,0,2,2,2,0,0,0,1,1,1,0,2,0,0,0,0,1,06rlj,Patrick Dorgu,,,,,,
2026-01-07,MUN,@BUR,T 2-2,26.25,90,0,5,1,1,4,4,0,0,3,1,1,1,0,4,0,0,0,2,0,06rlj,Patrick Dorgu,,,,,,
2026-01-04,MUN,@LEE,T 1-1,5.25,90,0,2,0,0,3,2,1,0,0,0,1,1,0,2,0,0,0,1,0,06rlj,Patrick Dorgu,,,,,,
2025-12-30,MUN,WOL,T 1-1,6.25,90,0,2,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,1,0,06rlj,Patrick Dorgu,,,,,,
2025-12-26,MUN,NEW,W 1-0,32.75,90,1,1,0,3,0,1,0,0,1,2,5,1,1,3,0,0,0,0,1,06rlj,Patrick Dorgu,,,,,,
