teamName,urlName,headshotUrl,scorerId,upcomingEventStatusId,rank,teamLogo,posIdsNoFlex,defaultPosId,posShortNames,team,rookie,minorsEligible,posIds,teamId,name,teamShortName,shortName,next_match,fpts,fpts_per_game,statusId
Crystal Palace,joseph-whitworth,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,062pa,,861,True,['704'],704,G,False,False,False,['704'],110045,Joseph Whitworth,CRY,J. Whitworth,BUR<br/>Wed 2:30PM,0,0,4
Burnley,enock-agyei,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,06cly,,495,True,['701'],701,F,False,False,False,['701'],110223,Enock Agyei,BUR,E. Agyei,@CRY<br/>Wed 2:30PM,0,0,4
Tottenham Hotspur,yusuf-akhamrich,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,06zc7,,498,True,['701'],701,F,False,False,False,['701'],110160,Yusuf Akhamrich,TOT,Y. Akhamrich,NEW 2<br/>@TOT 1 F,0,0,5
Bournemouth,matai-akinmboni,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,06r5r,,499,True,['703'],703,D,False,False,False,['703'],110034,Matai Akinmboni,BOU,M. Akinmboni,BOU 2<br/>@EVE 1 F,0,0,5
Brentford,ellery-balcombe,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,05u40,,523,True,['704'],704,G,False,False,False,['704'],110237,Ellery Balcombe,BRF,E. Balcombe,ARS<br/>Thu 3:00PM,0,0,4
Sunderland,alan-browne,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,06v0k,,547,True,['702'],702,M,False,False,False,['702'],110141,Alan Browne,SUN,A. Browne,LIV<br/>Wed 3:15PM,0,0,4
Crystal Palace,luke-browne,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,06zoe,,548,True,['703'],703,D,False,False,False,['703'],110045,Luke Browne,CRY,L. Browne,BUR<br/>Wed 2:30PM,0,0,4
Leeds United,sam-chambers,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,06v00,,562,True,['702'],702,M,False,False,False,['702'],110261,Sam Chambers,LEE,S. Chambers,LEE 2<br/>@CHE 2 F,0,0,5
Chelsea,carney-chukwuemeka,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,05re5,,565,True,['702'],702,M,False,False,False,['702'],110040,Carney Chukwuemeka,CHE,C. Chukwuemeka,LEE 2<br/>@CHE 2 F,0,0,5
Brentford,josh-dasilva,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,048xg,,581,True,['702'],702,M,False,False,False,['702'],110237,Josh Dasilva,BRF,J. Dasilva,ARS<br/>Thu 3:00PM,0,0,4
Nottingham Forest,emmanuel-dennis,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,05tz8,,586,True,['701'],701,F,False,False,False,['701'],110105,Emmanuel Dennis,NOT,E. Dennis,WOL<br/>Wed 2:30PM,0,0,4
Crystal Palace,malcolm-ebiowei,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,062ck,,595,True,['701'],701,F,False,False,False,['701'],110045,Malcolm Ebiowei,CRY,M. Ebiowei,BUR<br/>Wed 2:30PM,0,0,4
West Ham United,lukasz-fabianski,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,02lym,,603,True,['704'],704,G,False,False,False,['704'],110175,Lukasz Fabianski,WHU,L. Fabianski,MUN 1<br/>@WHU 1 F,0,0,5
Chelsea,joao-felix-sequeira,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,06873,,606,True,['701'],701,F,False,False,False,['701'],110040,João Félix,CHE,João Félix,LEE 2<br/>@CHE 2 F,0,0,5
Liverpool,keyrol-figueroa,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,072cf,,608,True,['701'],701,F,False,False,False,['701'],110070,Keyrol Figueroa,LIV,K. Figueroa,@SUN<br/>Wed 3:15PM,0,0,4
Bournemouth,fraser-forster,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,02ltw,,612,True,['704'],704,G,False,False,False,['704'],110034,Fraser Forster,BOU,F. Forster,BOU 2<br/>@EVE 1 F,0,0,5
Leeds United,joe-gelhardt,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,05n3u,,617,True,['701'],701,F,False,False,False,['701'],110261,Joe Gelhardt,LEE,J. Gelhardt,LEE 2<br/>@CHE 2 F,0,0,5
Tottenham Hotspur,oliver-irow,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,06zca,,666,True,['701'],701,F,False,False,False,['701'],110160,Oliver Irow,TOT,O. Irow,NEW 2<br/>@TOT 1 F,0,0,5
Arsenal,ismeal-kabia,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,06pms,,673,True,['701'],701,F,False,False,False,['701'],110000,Ismeal Kabia,ARS,I. Kabia,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,0,0,4
Chelsea,ryan-kavuma-mcqueen,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,072b6,,675,True,['701'],701,F,False,False,False,['701'],110040,Ryan Kavuma-McQueen,CHE,R. Kavuma-McQueen,LEE 2<br/>@CHE 2 F,0,0,5
Everton,tom-king,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,06cmt,,678,True,['704'],704,G,False,False,False,['704'],110050,Tom King,EVE,T. King,BOU 2<br/>@EVE 1 F,0,0,5
Brighton,joe-knight,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,06rkx,,681,True,['702'],702,M,False,False,False,['702'],110240,Joe Knight,BHA,J. Knight,@AVL<br/>Wed 2:30PM,0,0,4
Aston Villa,filip-marschall,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,05y6a,,708,True,['704'],704,G,False,False,False,['704'],110011,Filip Marschall,AVL,F. Marschall,BHA<br/>Wed 2:30PM,0,0,4
Brighton,thomas-mcgill,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,05rbn,,713,True,['704'],704,G,False,False,False,['704'],110240,Thomas McGill,BHA,T. McGill,@AVL<br/>Wed 2:30PM,0,0,4
Manchester City,stephen-mfuni,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,06nbu,,721,True,['703'],703,D,False,False,False,['703'],110080,Stephen Mfuni,MCI,S. Mfuni,FUL<br/>Wed 2:30PM,0,0,4
Liverpool,kornel-misciur,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,06zby,,724,True,['704'],704,G,False,False,False,['704'],110070,Kornel Misciur,LIV,K. Misciur,@SUN<br/>Wed 3:15PM,0,0,4
Brighton,andrew-moran,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,05vyh,,727,True,['702'],702,M,False,False,False,['702'],110240,Andy Moran,BHA,Andy Moran,@AVL<br/>Wed 2:30PM,0,0,4
Tottenham Hotspur,callum-olusesi,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,06qq8,,755,True,['702'],702,M,False,False,False,['702'],110160,Callum Olusesi,TOT,C. Olusesi,NEW 2<br/>@TOT 1 F,0,0,5
Aston Villa,travis-patterson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,06awp,,764,True,['703'],703,D,False,False,False,['703'],110011,Travis Patterson,AVL,T. Patterson,BHA<br/>Wed 2:30PM,0,0,4
Brentford,myles-peart-harris,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,05nuf,,766,True,['702'],702,M,False,False,False,['702'],110237,Myles Peart-Harris,BRF,M. Peart-Harris,ARS<br/>Thu 3:00PM,0,0,4
Chelsea,mike-penders,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,06uzt,,768,True,['704'],704,G,False,False,False,['704'],110040,Mike Penders,CHE,M. Penders,LEE 2<br/>@CHE 2 F,0,0,5
Liverpool,tommy-pilling,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,06yjz,,770,True,['702'],702,M,False,False,False,['702'],110070,Tommy Pilling,LIV,T. Pilling,@SUN<br/>Wed 3:15PM,0,0,4
Burnley,oliver-pimlott,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,070en,,771,True,['701'],702,F,False,False,False,['701'],110223,Oliver Pimlott,BUR,O. Pimlott,@CRY<br/>Wed 2:30PM,0,0,4
Fulham,seth-ridgeon,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,072cb,,788,True,['702'],702,M,False,False,False,['702'],110063,Seth Ridgeon,FUL,S. Ridgeon,@MCI<br/>Wed 2:30PM,0,0,4
Arsenal,alexei-rojas-fedorushchenko,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,06nk2,,793,True,['704'],704,G,False,False,False,['704'],110000,Alexei Rojas Fedorushchenko,ARS,A. Rojas Fedorushchenko,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,0,0,4
Aston Villa,triston-rowe,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,06prt,,796,True,['703'],703,D,False,False,False,['703'],110011,Triston Rowe,AVL,T. Rowe,BHA<br/>Wed 2:30PM,0,0,4
Everton,martin-sherif,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,06po8,,815,True,['701'],701,F,False,False,False,['701'],110050,Martin Sherif,EVE,M. Sherif,BOU 2<br/>@EVE 1 F,0,0,5
Liverpool,luca-stephenson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,06nl8,,829,True,['702'],702,M,False,False,False,['702'],110070,Luca Stephenson,LIV,L. Stephenson,@SUN<br/>Wed 3:15PM,0,0,4
Brighton,charlie-tasker,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,06rwp,,835,True,['703'],703,D,False,False,False,['703'],110240,Charlie Tasker,BHA,C. Tasker,@AVL<br/>Wed 2:30PM,0,0,4
Tottenham Hotspur,tynan-thompson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,06zc8,,839,True,['701'],701,F,False,False,False,['701'],110160,Tynan Thompson,TOT,T. Thompson,NEW 2<br/>@TOT 1 F,0,0,5
Nottingham Forest,matt-turner,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,062ds,,844,True,['704'],704,G,False,False,False,['704'],110105,Matt Turner,NOT,M. Turner,WOL<br/>Wed 2:30PM,0,0,4
Crystal Palace,franco-umeh-chibueze,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,06kk4,,848,True,['701'],701,F,False,False,False,['701'],110045,Franco Umeh-Chibueze,CRY,F. Umeh-Chibueze,BUR<br/>Wed 2:30PM,0,0,4
Newcastle United,odysseas-vlachodimos,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,06fxg,,851,True,['704'],704,G,False,False,False,['704'],110101,Odysseas Vlachodimos,NEW,O. Vlachodimos,NEW 2<br/>@TOT 1 F,0,0,5
Chelsea,caleb-wiley,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,06nbq,,862,True,['703'],703,D,False,False,False,['703'],110040,Caleb Wiley,CHE,C. Wiley,LEE 2<br/>@CHE 2 F,0,0,5
Arsenal,jack-porter,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,06ppi,,774,True,['704'],704,G,False,False,False,['704'],110000,Jack Porter,ARS,J. Porter,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,0,0,4
Tottenham Hotspur,george-abbott,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,06awq,,489,True,['702'],702,M,False,False,False,['702'],110160,George Abbott,TOT,G. Abbott,NEW 2<br/>@TOT 1 F,0,0,5
Newcastle United,sam-alabi,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,072g3,,500,True,['702'],702,M,False,False,False,['702'],110101,Sam Alabi,NEW,S. Alabi,NEW 2<br/>@TOT 1 F,0,0,5
Sunderland,joseph-anderson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,05uh0,,507,True,['703'],703,D,False,False,False,['703'],110141,Joseph Anderson,SUN,J. Anderson,LIV<br/>Wed 3:15PM,0,0,4
Tottenham Hotspur,pele-arganese-mcdermott,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,06zc4,,511,True,['703'],703,D,False,False,False,['703'],110160,Pele Arganese-McDermott,TOT,P. Arganese-McDermott,NEW 2<br/>@TOT 1 F,0,0,5
Sunderland,abdoullah-ba,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,06xzn,,519,True,['702'],702,M,False,False,False,['702'],110141,Abdoullah Ba,SUN,A. Ba,LIV<br/>Wed 3:15PM,0,0,4
Arsenal,brando-bailey-joseph,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,072x8,,521,True,['701'],701,F,False,False,False,['701'],110000,Brando Bailey-Joseph,ARS,B. Bailey-Joseph,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,0,0,4
Fulham,steven-benda,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,06fwn,,528,True,['704'],704,G,False,False,False,['704'],110063,Steven Benda,FUL,S. Benda,@MCI<br/>Wed 2:30PM,0,0,4
Brentford,luka-bentt,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,072zo,,530,True,['702'],702,M,False,False,False,['702'],110237,Luka Bentt,BRF,L. Bentt,ARS<br/>Thu 3:00PM,0,0,4
Nottingham Forest,adam-berry,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,0700s,,532,True,['702'],702,M,False,False,False,['702'],110105,Adam Berry,NOT,A. Berry,WOL<br/>Wed 2:30PM,0,0,4
Aston Villa,aidan-borland,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,06pru,,541,True,['702'],702,M,False,False,False,['702'],110011,Aidan Borland,AVL,A. Borland,BHA<br/>Wed 2:30PM,0,0,4
Nottingham Forest,josh-bowler,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,06cm7,,543,True,['702'],702,M,False,False,False,['702'],110105,Josh Bowler,NOT,J. Bowler,WOL<br/>Wed 2:30PM,0,0,4
Manchester City,kaden-braithwaite,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,06pry,,544,True,['703'],703,D,False,False,False,['703'],110080,Kaden Braithwaite,MCI,K. Braithwaite,FUL<br/>Wed 2:30PM,0,0,4
Crystal Palace,ben-casey,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,072h8,,557,True,['701'],701,F,False,False,False,['701'],110045,Ben Casey,CRY,B. Casey,BUR<br/>Wed 2:30PM,0,0,4
West Ham United,kaelan-casey,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,066iy,,558,True,['703'],703,D,False,False,False,['703'],110175,Kaelan Casey,WHU,K. Casey,MUN 1<br/>@WHU 1 F,0,0,5
Everton,justin-clarke,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,06zbv,,569,True,['702'],702,M,False,False,False,['702'],110050,Justin Clarke,EVE,J. Clarke,BOU 2<br/>@EVE 1 F,0,0,5
Arsenal,louie-copley,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,06zbo,,573,True,['702'],702,M,False,False,False,['702'],110000,Louie Copley,ARS,L. Copley,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,0,0,4
Newcastle United,antonito-cordero,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,06xzh,,574,True,['701'],701,F,False,False,False,['701'],110101,Antonito Cordero,NEW,A. Cordero,NEW 2<br/>@TOT 1 F,0,0,5
Bournemouth,malcom-dacosta,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,072ga,,578,True,['702'],702,M,False,False,False,['702'],110034,Malcom DaCosta,BOU,M. DaCosta,BOU 2<br/>@EVE 1 F,0,0,5
Liverpool,josh-davidson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,06zrr,,582,True,['703'],703,D,False,False,False,['703'],110070,Josh Davidson,LIV,J. Davidson,@SUN<br/>Wed 3:15PM,0,0,4
Tottenham Hotspur,alfie-devine,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,05nio,,588,True,['702'],702,M,False,False,False,['702'],110160,Alfie Devine,TOT,A. Devine,NEW 2<br/>@TOT 1 F,0,0,5
Bournemouth,romain-faivre,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,06jgk,,604,True,['702'],702,M,False,False,False,['702'],110034,Romain Faivre,BOU,R. Faivre,BOU 2<br/>@EVE 1 F,0,0,5
West Ham United,preston-fearon,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,06zcd,,605,True,['702'],702,M,False,False,False,['702'],110175,Preston Fearon,WHU,P. Fearon,MUN 1<br/>@WHU 1 F,0,0,5
Manchester United,tyler-fletcher,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,06v0a,,609,True,['702'],702,M,False,False,False,['702'],110090,Tyler Fletcher,MUN,T. Fletcher,MUN 1<br/>@WHU 1 F,0,0,5
Chelsea,david-datro-fofana,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,067z4,,611,True,['701'],701,F,False,False,False,['701'],110040,David Datro Fofana,CHE,D. Fofana,LEE 2<br/>@CHE 2 F,0,0,5
Wolverhampton,goncalo-manuel-ganchinho-guedes,https://fantraximg.com/assets/images/logos/sportsteam/epl/Wolverhampton_Wanderers.png,063e8,,615,True,['701'],701,F,False,False,False,['701'],110191,Goncalo Guedes,WOL,Goncalo Guedes,@NOT Wed<br/>2:30PM<br/>ARS Wed3:00PM,0,0,4
West Ham United,airidas-golambeckis,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,06zcc,,622,True,['703'],703,D,False,False,False,['703'],110175,Airidas Golambeckis,WHU,A. Golambeckis,MUN 1<br/>@WHU 1 F,0,0,5
Tottenham Hotspur,luca-gunter,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,06exj,,632,True,['704'],704,G,False,False,False,['704'],110160,Luca Gunter,TOT,L. Gunter,NEW 2<br/>@TOT 1 F,0,0,5
Tottenham Hotspur,malachi-hardy,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,06qvv,,637,True,['703'],703,D,False,False,False,['703'],110160,Malachi Hardy,TOT,M. Hardy,NEW 2<br/>@TOT 1 F,0,0,5
Newcastle United,isaac-hayden,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,035mq,,644,True,['702'],702,M,False,False,False,['702'],110101,Isaac Hayden,NEW,I. Hayden,NEW 2<br/>@TOT 1 F,0,0,5
West Ham United,krisztian-hegyi,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,0645w,,647,True,['704'],704,G,False,False,False,['704'],110175,Krisztian Hegyi,WHU,K. Hegyi,MUN 1<br/>@WHU 1 F,0,0,5
Crystal Palace,rob-holding,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,044nm,,659,True,['703'],703,D,False,False,False,['703'],110045,Rob Holding,CRY,R. Holding,BUR<br/>Wed 2:30PM,0,0,4
Arsenal,ife-ibrahim,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,072x7,,663,True,['702'],702,M,False,False,False,['702'],110000,Ife Ibrahim,ARS,I. Ibrahim,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,0,0,4
Brentford,ethan-laidlaw,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,06zqj,,691,True,['701'],701,F,False,False,False,['701'],110237,Ethan Laidlaw,BRF,E. Laidlaw,ARS<br/>Thu 3:00PM,0,0,4
Tottenham Hotspur,ellis-lehane,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,06zc9,,696,True,['701'],701,F,False,False,False,['701'],110160,Ellis Lehane,TOT,E. Lehane,NEW 2<br/>@TOT 1 F,0,0,5
Manchester United,dermot-mee,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,06ews,,716,True,['704'],704,G,False,False,False,['704'],110090,Dermot Mee,MUN,D. Mee,MUN 1<br/>@WHU 1 F,0,0,5
Bournemouth,chris-mepham,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,04ylt,,718,True,['703'],703,D,False,False,False,['703'],110034,Chris Mepham,BOU,C. Mepham,BOU 2<br/>@EVE 1 F,0,0,5
Liverpool,kieran-morrison,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,06rkq,,729,True,['702'],702,M,False,False,False,['702'],110070,Kieran Morrison,LIV,K. Morrison,@SUN<br/>Wed 3:15PM,0,0,4
Liverpool,amara-nallo,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,06kud,,738,True,['703'],703,D,False,False,False,['703'],110070,Amara Nallo,LIV,A. Nallo,@SUN<br/>Wed 3:15PM,0,0,4
Arsenal,josh-nichols,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,06nk3,,741,True,['703'],703,D,False,False,False,['703'],110000,Josh Nichols,ARS,J. Nichols,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,0,0,4
Manchester City,kian-noble,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,072p2,,744,True,['703'],703,D,False,False,False,['703'],110080,Kian Noble,MCI,K. Noble,FUL<br/>Wed 2:30PM,0,0,4
Burnley,michael-obafemi,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,04mmx,,749,True,['701'],701,F,False,False,False,['701'],110223,Michael Obafemi,BUR,M. Obafemi,@CRY<br/>Wed 2:30PM,0,0,4
Sunderland,trey-ogunsuyi,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,06v0w,,751,True,['701'],701,F,False,False,False,['701'],110141,Trey Ogunsuyi,SUN,T. Ogunsuyi,LIV<br/>Wed 3:15PM,0,0,4
Sunderland,timothee-pembele,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,06xzk,,767,True,['703'],703,D,False,False,False,['703'],110141,Timothee Pembélé,SUN,T. Pembélé,LIV<br/>Wed 3:15PM,0,0,4
Wolverhampton,alfie-pond,https://fantraximg.com/assets/images/logos/sportsteam/epl/Wolverhampton_Wanderers.png,06fwj,,773,True,['703'],703,D,False,False,False,['703'],110191,Alfie Pond,WOL,A. Pond,@NOT Wed<br/>2:30PM<br/>ARS Wed3:00PM,0,0,4
Aston Villa,sam-proctor,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,06ie2,,777,True,['704'],704,G,False,False,False,['704'],110011,Sam Proctor,AVL,S. Proctor,BHA<br/>Wed 2:30PM,0,0,4
Bournemouth,dominic-sadi,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,0643v,,801,True,['701'],701,F,False,False,False,['701'],110034,Dominic Sadi,BOU,D. Sadi,BOU 2<br/>@EVE 1 F,0,0,5
Manchester City,tyrone-samba,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,072p3,,804,True,['701'],701,F,False,False,False,['701'],110080,Tyrone Samba,MCI,T. Samba,FUL<br/>Wed 2:30PM,0,0,4
Arsenal,tommy-setford,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,06nk0,,812,True,['704'],704,G,False,False,False,['704'],110000,Tommy Setford,ARS,T. Setford,@BRF Thu<br/>3:00PM<br/>@WOL Wed3:00PM,0,0,4
Sunderland,luis-hemir-silva-semedo,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,06xzp,,816,True,['701'],701,F,False,False,False,['701'],110141,Luis Hemir Silva Semedo,SUN,L. Silva Semedo,LIV<br/>Wed 3:15PM,0,0,4
Brighton,abdallah-sima,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,062cj,,817,True,['701'],701,F,False,False,False,['701'],110240,Abdallah Sima,BHA,A. Sima,@AVL<br/>Wed 2:30PM,0,0,4
Brentford,ryan-trevitt,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,0643w,,841,True,['702'],702,M,False,False,False,['702'],110237,Ryan Trevitt,BRF,R. Trevitt,ARS<br/>Thu 3:00PM,0,0,4
Sunderland,nectarios-triantis,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,06xzl,,842,True,['703'],703,D,False,False,False,['703'],110141,Nectarios Triantis,SUN,N. Triantis,LIV<br/>Wed 3:15PM,0,0,4
Sunderland,tymur-tutierov,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,06v0x,,845,True,['701'],701,F,False,False,False,['701'],110141,Tymur Tutierov,SUN,T. Tutierov,LIV<br/>Wed 3:15PM,0,0,4
Newcastle United,joe-white,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,05wqy,,858,True,['702'],702,M,False,False,False,['702'],110101,Joe White,NEW,J. White,NEW 2<br/>@TOT 1 F,0,0,5
Aston Villa,kadan-young,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,066tb,,875,True,['701'],701,F,False,False,False,['701'],110011,Kadan Young,AVL,K. Young,BHA<br/>Wed 2:30PM,0,0,4
Bournemouth,jordan-zemura,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,056at,,877,True,['703'],703,D,False,False,False,['703'],110034,Jordan Zemura,BOU,J. Zemura,BOU 2<br/>@EVE 1 F,0,0,5
Wolverhampton,jerome-abbey,https://fantraximg.com/assets/images/logos/sportsteam/epl/Wolverhampton_Wanderers.png,072z1,,488,True,['702'],702,M,False,False,False,['702'],110191,Jerome Abbey,WOL,J. Abbey,@NOT Wed<br/>2:30PM<br/>ARS Wed3:00PM,0,0,4
Burnley,oluwaseun-adewumi,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,06yb6,,492,True,['702'],702,M,False,False,False,['702'],110223,Oluwaseun Adewumi,BUR,O. Adewumi,@CRY<br/>Wed 2:30PM,0,0,4
Fulham,samuel-amissah,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,06ewp,,506,True,['703'],703,D,False,False,False,['703'],110063,Samuel Amissah,FUL,S. Amissah,@MCI<br/>Wed 2:30PM,0,0,4
Tottenham Hotspur,tyrell-ashcroft,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,06zc2,,515,True,['703'],703,D,False,False,False,['703'],110160,Tyrell Ashcroft,TOT,T. Ashcroft,NEW 2<br/>@TOT 1 F,0,0,5
West Ham United,lanre-awesu,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,06zcb,,517,True,['704'],704,G,False,False,False,['704'],110175,Lanre Awesu,WHU,L. Awesu,MUN 1<br/>@WHU 1 F,0,0,5
Nottingham Forest,zyan-blake,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,072c1,,538,True,['701'],701,F,False,False,False,['701'],110105,Zyan Blake,NOT,Z. Blake,WOL<br/>Wed 2:30PM,0,0,4
Aston Villa,ben-broggio,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,06prw,,546,True,['702'],702,M,False,False,False,['702'],110011,Ben Broggio,AVL,B. Broggio,BHA<br/>Wed 2:30PM,0,0,4
