player_id,matchweek,date,team,opp,score,fpts,min,g,kp,at,sot,tkw,dis,yc,rc,acnc,int,clr,cos,bs,aer,pkm,pkd,og,gao,cs,player_name,injured,ga,sv,pks,hcs,sm,position,home_ind,season,last_minutes,season_minutes,last_g,season_g,g_per_min_gameweek,g_per_min_season,g_per_90_gameweek,g_per_90_season,last_kp,season_kp,kp_per_min_gameweek,kp_per_min_season,kp_per_90_gameweek,kp_per_90_season,last_at,season_at,at_per_min_gameweek,at_per_min_season,at_per_90_gameweek,at_per_90_season,last_sot,season_sot,sot_per_min_gameweek,sot_per_min_season,sot_per_90_gameweek,sot_per_90_season,last_tkw,season_tkw,tkw_per_min_gameweek,tkw_per_min_season,tkw_per_90_gameweek,tkw_per_90_season,last_dis,season_dis,dis_per_min_gameweek,dis_per_min_season,dis_per_90_gameweek,dis_per_90_season,last_yc,season_yc,yc_per_min_gameweek,yc_per_min_season,yc_per_90_gameweek,yc_per_90_season,last_rc,season_rc,rc_per_min_gameweek,rc_per_min_season,rc_per_90_gameweek,rc_per_90_season,last_acnc,season_acnc,acnc_per_min_gameweek,acnc_per_min_season,acnc_per_90_gameweek,acnc_per_90_season,last_int,season_int,int_per_min_gameweek,int_per_min_season,int_per_90_gameweek,int_per_90_season,last_clr,season_clr,clr_per_min_gameweek,clr_per_min_season,clr_per_90_gameweek,clr_per_90_season,last_cos,season_cos,cos_per_min_gameweek,cos_per_min_season,cos_per_90_gameweek,cos_per_90_season,last_bs,season_bs,bs_per_min_gameweek,bs_per_min_season,bs_per_90_gameweek,bs_per_90_season,last_aer,season_aer,aer_per_min_gameweek,aer_per_min_season,aer_per_90_gameweek,aer_per_90_season,last_pkm,season_pkm,pkm_per_min_gameweek,pkm_per_min_season,pkm_per_90_gameweek,pkm_per_90_season,last_pkd,season_pkd,pkd_per_min_gameweek,pkd_per_min_season,pkd_per_90_gameweek,pkd_per_90_season,last_og,season_og,og_per_min_gameweek,og_per_min_season,og_per_90_gameweek,og_per_90_season,last_gao,season_gao,gao_per_min_gameweek,gao_per_min_season,gao_per_90_gameweek,gao_per_90_season,last_cs,season_cs,cs_per_min_gameweek,cs_per_min_season,cs_per_90_gameweek,cs_per_90_season,last_ga,season_ga,ga_per_min_gameweek,ga_per_min_season,ga_per_90_gameweek,ga_per_90_season,last_sv,season_sv,sv_per_min_gameweek,sv_per_min_season,sv_per_90_gameweek,sv_per_90_season,last_pks,season_pks,pks_per_min_gameweek,pks_per_min_season,pks_per_90_gameweek,pks_per_90_season,last_hcs,season_hcs,hcs_per_min_gameweek,hcs_per_min_season,hcs_per_90_gameweek,hcs_per_90_season,last_sm,season_sm,sm_per_min_gameweek,sm_per_min_season,sm_per_90_gameweek,sm_per_90_season,opp_clean,positional_avg_g_per_90_season,positional_avg_kp_per_90_season,positional_avg_at_per_90_season,positional_avg_sot_per_90_season,positional_avg_tkw_per_90_season,positional_avg_dis_per_90_season,positional_avg_yc_per_90_season,positional_avg_rc_per_90_season,positional_avg_acnc_per_90_season,positional_avg_int_per_90_season,positional_avg_clr_per_90_season,positional_avg_cos_per_90_season,positional_avg_bs_per_90_season,positional_avg_aer_per_90_season,positional_avg_pkm_per_90_season,positional_avg_pkd_per_90_season,positional_avg_og_per_90_season,positional_avg_gao_per_90_season,positional_avg_cs_per_90_season,positional_avg_ga_per_90_season,positional_avg_sv_per_90_season,positional_avg_pks_per_90_season,positional_avg_hcs_per_90_season,positional_avg_sm_per_90_season,team_week_standing,team_week_standing_opp
061vq,25,2026-02-08,MCI,@LIV,W 2-1,26.0,90.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,Erling Haaland,,0.0,0.0,0.0,0.0,0.0,F,1,2025,90.0,2005.0,0.0,20.0,0.0,0.00997506234413965,0.0,0.8977556109725685,4.0,16.0,0.044444444444444446,0.00798004987531172,4.0,0.7182044887780548,1.0,5.0,0.011111111111111112,0.0024937655860349127,1.0,0.22443890274314213,0.0,43.0,0.0,0.02144638403990025,0.0,1.9301745635910224,0.0,7.0,0.0,0.003491271820448878,0.0,0.314214463840399,1.0,15.0,0.011111111111111112,0.007481296758104738,1.0,0.6733167082294265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0014962593516209476,0.0,0.13466334164588528,1.0,31.0,0.011111111111111112,0.015461346633416459,1.0,1.3915211970074812,2.0,10.0,0.022222222222222223,0.004987531172069825,2.0,0.44887780548628425,0.0,1.0,0.0,0.0004987531172069825,0.0,0.04488778054862842,1.0,54.0,0.011111111111111112,0.026932668329177057,1.0,2.423940149625935,0.0,1.0,0.0,0.0004987531172069825,0.0,0.04488778054862842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.022222222222222223,0.010972568578553617,2.0,0.9875311720698255,0.0,10.0,0.0,0.004987531172069825,0.0,0.44887780548628425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LIV,0.2835393152411222,0.9543850850132801,0.1512036328396823,0.8267353967024359,0.5918605325213148,1.4239025404782768,0.1365607325185223,0.0,0.2794957054300537,0.2572204199152482,0.9410847161660283,0.9717739826127475,0.10391615832247166,1.8887350635259321,0.0072278166937704315,0.017943833639718763,0.0007347778521626961,1.3940287959086801,0.22880380608836945,0.0,0.0,0.0,0.0,0.0,5,5
05gcr,25,2026-02-07,MUN,TOT,W 2-0,29.0,90.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bruno Fernandes,,0.0,0.0,0.0,0.0,0.0,M,0,2025,90.0,1803.0,0.0,5.0,0.0,0.0027731558513588465,0.0,0.24958402662229617,4.0,68.0,0.044444444444444446,0.03771491957848031,4.0,3.394342762063228,2.0,12.0,0.022222222222222223,0.0066555740432612314,2.0,0.5990016638935108,0.0,13.0,0.0,0.007210205213533,0.0,0.64891846921797,1.0,22.0,0.011111111111111112,0.012201885745978924,1.0,1.098169717138103,1.0,17.0,0.011111111111111112,0.009428729894620078,1.0,0.848585690515807,0.0,2.0,0.0,0.0011092623405435386,0.0,0.09983361064891848,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.022222222222222223,0.00887409872434831,2.0,0.7986688851913478,0.0,12.0,0.0,0.0066555740432612314,0.0,0.5990016638935108,2.0,36.0,0.022222222222222223,0.019966722129783693,2.0,1.7970049916805324,0.0,10.0,0.0,0.005546311702717693,0.0,0.49916805324459235,0.0,5.0,0.0,0.0027731558513588465,0.0,0.24958402662229617,0.0,15.0,0.0,0.008319467554076539,0.0,0.7487520798668885,0.0,2.0,0.0,0.0011092623405435386,0.0,0.09983361064891848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,0.022222222222222223,0.01774819744869662,2.0,1.5973377703826956,0.0,2.0,0.0,0.0011092623405435386,0.0,0.09983361064891848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOT,0.1582662328142538,1.2595701099206458,0.2943851334969577,0.4441299732819924,1.1473321050785523,1.149570958607601,0.16646522817872603,0.005758466787378066,0.3012991912793442,0.7484468611344959,1.2967918634528302,0.799566840739818,0.28511689865113254,0.880173560066139,0.0023524093407499263,0.09308936403847082,0.0,1.2291181601677115,0.2844233231323831,0.0,0.0,0.0,0.0,0.0,5,5
068y0,25,2026-02-08,MCI,@LIV,W 2-1,6.0,88.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,Antoine Semenyo,,0.0,0.0,0.0,0.0,0.0,F,1,2025,90.0,2066.0,1.0,12.0,0.011111111111111112,0.005808325266214908,1.0,0.5227492739593418,0.0,27.0,0.0,0.013068731848983543,0.0,1.176185866408519,0.0,5.0,0.0,0.002420135527589545,0.0,0.21781219748305905,2.0,31.0,0.022222222222222223,0.015004840271055178,2.0,1.350435624394966,0.0,22.0,0.0,0.010648596321393998,0.0,0.9583736689254598,2.0,40.0,0.022222222222222223,0.01936108422071636,2.0,1.7424975798644724,0.0,6.0,0.0,0.002904162633107454,0.0,0.2613746369796709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.001936108422071636,0.0,0.17424975798644723,0.0,9.0,0.0,0.004356243949661181,0.0,0.39206195546950634,2.0,23.0,0.022222222222222223,0.011132623426911906,2.0,1.0019361084220715,0.0,34.0,0.0,0.016456921587608905,0.0,1.4811229428848014,0.0,3.0,0.0,0.001452081316553727,0.0,0.13068731848983545,1.0,50.0,0.011111111111111112,0.02420135527589545,1.0,2.1781219748305904,0.0,1.0,0.0,0.000484027105517909,0.0,0.04356243949661181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,0.022222222222222223,0.02032913843175218,2.0,1.8296224588576961,0.0,6.0,0.0,0.002904162633107454,0.0,0.2613746369796709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LIV,0.2835393152411222,0.9543850850132801,0.1512036328396823,0.8267353967024359,0.5918605325213148,1.4239025404782768,0.1365607325185223,0.0,0.2794957054300537,0.2572204199152482,0.9410847161660283,0.9717739826127475,0.10391615832247166,1.8887350635259321,0.0072278166937704315,0.017943833639718763,0.0007347778521626961,1.3940287959086801,0.22880380608836945,0.0,0.0,0.0,0.0,0.0,5,5
04agz,25,2026-02-07,ARS,SUN,W 3-0,11.5,90.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Declan Rice,,0.0,0.0,0.0,0.0,0.0,M,0,2025,90.0,1964.0,0.0,4.0,0.0,0.002036659877800407,0.0,0.18329938900203666,3.0,44.0,0.03333333333333333,0.02240325865580448,3.0,2.016293279022403,0.0,7.0,0.0,0.003564154786150713,0.0,0.3207739307535642,0.0,12.0,0.0,0.006109979633401222,0.0,0.5498981670061099,1.0,23.0,0.011111111111111112,0.011710794297352342,1.0,1.053971486761711,0.0,13.0,0.0,0.006619144602851324,0.0,0.5957230142566191,0.0,2.0,0.0,0.0010183299389002036,0.0,0.09164969450101833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.010692464358452138,0.0,0.9623217922606925,0.0,21.0,0.0,0.010692464358452138,0.0,0.9623217922606925,4.0,53.0,0.044444444444444446,0.0269857433808554,4.0,2.428716904276986,0.0,9.0,0.0,0.004582484725050916,0.0,0.4124236252545825,0.0,10.0,0.0,0.0050916496945010185,0.0,0.45824847250509165,2.0,28.0,0.022222222222222223,0.014256619144602852,2.0,1.2830957230142568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.008146639511201629,0.0,0.7331975560081466,1.0,11.0,0.011111111111111112,0.00560081466395112,1.0,0.5040733197556008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SUN,0.12061892108068857,1.1127674733824868,0.18202509419616614,0.4707300719535814,1.016398895117345,1.0283125367338337,0.1458056792734793,0.00433226594435984,0.3207751506965793,0.6688455360411975,1.432777825989808,0.9063694094761982,0.22770665376633387,0.941587755640624,0.0020476883873316344,0.0372016041107249,0.0,1.1745167302455448,0.29098616855367715,0.0,0.0,0.0,0.0,0.0,5,5
04y92,25,,ARS,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,M,0,2025,0.0,1540.0,0.0,4.0,0.0,0.0025974025974025974,0.0,0.23376623376623376,0.0,43.0,0.0,0.02792207792207792,0.0,2.512987012987013,0.0,7.0,0.0,0.004545454545454545,0.0,0.40909090909090906,0.0,21.0,0.0,0.013636363636363636,0.0,1.2272727272727273,0.0,12.0,0.0,0.007792207792207792,0.0,0.7012987012987013,0.0,17.0,0.0,0.01103896103896104,0.0,0.9935064935064936,0.0,1.0,0.0,0.0006493506493506494,0.0,0.05844155844155844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.012337662337662338,0.0,1.1103896103896105,0.0,6.0,0.0,0.003896103896103896,0.0,0.35064935064935066,0.0,5.0,0.0,0.003246753246753247,0.0,0.29220779220779225,0.0,38.0,0.0,0.024675324675324677,0.0,2.220779220779221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.00974025974025974,0.0,0.8766233766233766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.007792207792207792,0.0,0.7012987012987013,0.0,8.0,0.0,0.005194805194805195,0.0,0.4675324675324675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.03556076371800826,0.464581779529527,0.09656270330287782,0.1350572000231499,0.398210166266052,0.5272158533539819,0.05105513194870798,0.05699543046604086,0.08090476087967828,0.3306476025937188,0.5833454691701705,0.4101981293807741,0.05500923333997695,0.36680578868473185,8.360394951250383e-05,0.02067566900542843,9.508821091833024e-05,0.8069433979223495,0.05876956140380745,0.0,0.0,0.0,0.0,0.0,5,5
06mn0,25,2026-02-07,BRF,@NEW,W 3-2,14.0,90.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,Igor Thiago,,0.0,0.0,0.0,0.0,0.0,F,1,2025,90.0,2016.0,0.0,16.0,0.0,0.007936507936507936,0.0,0.7142857142857142,0.0,12.0,0.0,0.005952380952380952,0.0,0.5357142857142857,0.0,1.0,0.0,0.000496031746031746,0.0,0.04464285714285714,0.0,31.0,0.0,0.015376984126984126,0.0,1.3839285714285714,0.0,11.0,0.0,0.005456349206349206,0.0,0.49107142857142855,4.0,28.0,0.044444444444444446,0.013888888888888888,4.0,1.25,0.0,4.0,0.0,0.001984126984126984,0.0,0.17857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.001984126984126984,0.0,0.17857142857142855,0.0,6.0,0.0,0.002976190476190476,0.0,0.26785714285714285,2.0,40.0,0.022222222222222223,0.01984126984126984,2.0,1.7857142857142856,0.0,18.0,0.0,0.008928571428571428,0.0,0.8035714285714285,1.0,3.0,0.011111111111111112,0.001488095238095238,1.0,0.13392857142857142,4.0,58.0,0.044444444444444446,0.028769841269841268,4.0,2.589285714285714,0.0,1.0,0.0,0.000496031746031746,0.0,0.04464285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.01488095238095238,0.0,1.3392857142857142,1.0,6.0,0.011111111111111112,0.002976190476190476,1.0,0.26785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEW,0.41420554014622596,1.0183473410680315,0.12676623353632732,1.056401232632125,0.7774915076805984,1.3161583297151722,0.12387678720739886,0.0005104355716878402,0.3698323004967752,0.25517661858764434,0.992540632320155,1.0745147435061013,0.11258127215987691,2.109117353838028,0.008550687609376039,0.0140095150604857,0.0,1.6622505877981597,0.1753566860387516,0.0,0.0,0.0,0.0,0.0,5,5
0427d,25,2026-02-07,EVE,@FUL,W 2-1,0.25,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,James Tarkowski,,0.0,0.0,0.0,0.0,0.0,D,1,2025,90.0,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0060185185185185185,0.0,0.5416666666666666,0.0,1.0,0.0,0.000462962962962963,0.0,0.04166666666666667,0.0,4.0,0.0,0.001851851851851852,0.0,0.16666666666666669,2.0,21.0,0.022222222222222223,0.009722222222222222,2.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.001851851851851852,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.000925925925925926,0.0,0.08333333333333334,1.0,25.0,0.011111111111111112,0.011574074074074073,1.0,1.0416666666666665,4.0,172.0,0.044444444444444446,0.07962962962962963,4.0,7.166666666666667,0.0,3.0,0.0,0.001388888888888889,0.0,0.125,1.0,34.0,0.011111111111111112,0.01574074074074074,1.0,1.4166666666666665,4.0,106.0,0.044444444444444446,0.049074074074074076,4.0,4.416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.011111111111111112,0.0125,1.0,1.125,0.0,9.0,0.0,0.004166666666666667,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FUL,0.03705545506086196,0.5641239476198361,0.11929487807383887,0.19452169604045125,1.1615535760352507,0.4827214868208939,0.17136954651997388,0.0061470691945428434,0.24300464129291746,0.9304279680725802,4.484314958592281,0.3382095604815738,0.49297762909812975,2.0935520805326724,0.0,0.008043345891003114,0.00440229488946884,1.2722849766708493,0.2797867972184477,0.0,0.0,0.0,0.0,0.0,5,5
05ylj,25,2026-02-07,NEW,BRF,L 2-3,25.0,90.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,Bruno Guimaraes,,0.0,0.0,0.0,0.0,0.0,M,0,2025,0.0,1836.0,0.0,8.0,0.0,0.004357298474945534,0.0,0.3921568627450981,0.0,32.0,0.0,0.017429193899782137,0.0,1.5686274509803924,0.0,5.0,0.0,0.0027233115468409588,0.0,0.2450980392156863,0.0,16.0,0.0,0.008714596949891068,0.0,0.7843137254901962,0.0,31.0,0.0,0.016884531590413945,0.0,1.519607843137255,0.0,31.0,0.0,0.016884531590413945,0.0,1.519607843137255,0.0,4.0,0.0,0.002178649237472767,0.0,0.19607843137254904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.003812636165577342,0.0,0.3431372549019608,0.0,11.0,0.0,0.005991285403050109,0.0,0.5392156862745098,0.0,26.0,0.0,0.014161220043572984,0.0,1.2745098039215685,0.0,13.0,0.0,0.007080610021786492,0.0,0.6372549019607843,0.0,1.0,0.0,0.0005446623093681918,0.0,0.04901960784313726,0.0,11.0,0.0,0.005991285403050109,0.0,0.5392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0005446623093681918,0.0,0.04901960784313726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.014705882352941176,0.0,1.3235294117647058,0.0,6.0,0.0,0.0032679738562091504,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BRF,0.10400692990447272,1.0015785375445811,0.12104110001837388,0.37810914179488175,1.386056710299008,1.0397070853922459,0.18369841323374092,0.29463573019834727,0.31657547604919395,0.9781345830886764,1.5092149717466548,0.7772415275678073,0.2255828553674165,0.9262237245172775,0.0012935494998275268,0.008436493115939499,0.000559576214280385,1.113856499562479,0.3190901085841434,0.0,0.0,0.0,0.0,0.0,5,5
06zbx,25,,LEE,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,M,0,2025,80.0,1692.0,0.0,3.0,0.0,0.0017730496453900709,0.0,0.1595744680851064,1.0,44.0,0.0125,0.026004728132387706,1.125,2.3404255319148937,0.0,6.0,0.0,0.0035460992907801418,0.0,0.3191489361702128,0.0,10.0,0.0,0.00591016548463357,0.0,0.5319148936170213,2.0,27.0,0.025,0.015957446808510637,2.25,1.4361702127659572,0.0,20.0,0.0,0.01182033096926714,0.0,1.0638297872340425,0.0,3.0,0.0,0.0017730496453900709,0.0,0.1595744680851064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.005319148936170213,0.0,0.4787234042553191,0.0,13.0,0.0,0.0076832151300236405,0.0,0.6914893617021276,2.0,37.0,0.025,0.02186761229314421,2.25,1.9680851063829787,4.0,16.0,0.05,0.009456264775413711,4.5,0.851063829787234,0.0,7.0,0.0,0.004137115839243499,0.0,0.3723404255319149,0.0,31.0,0.0,0.018321513002364065,0.0,1.6489361702127658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,0.0375,0.018912529550827423,3.375,1.702127659574468,0.0,3.0,0.0,0.0017730496453900709,0.0,0.1595744680851064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.03556076371800826,0.464581779529527,0.09656270330287782,0.1350572000231499,0.398210166266052,0.5272158533539819,0.05105513194870798,0.05699543046604086,0.08090476087967828,0.3306476025937188,0.5833454691701705,0.4101981293807741,0.05500923333997695,0.36680578868473185,8.360394951250383e-05,0.02067566900542843,9.508821091833024e-05,0.8069433979223495,0.05876956140380745,0.0,0.0,0.0,0.0,0.0,5,5
068ym,25,2026-02-07,CHE,@WOL,W 3-1,8.5,90.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Enzo Fernandez,,0.0,0.0,0.0,0.0,0.0,M,1,2025,90.0,1963.0,1.0,8.0,0.011111111111111112,0.004075394803871625,1.0,0.36678553234844624,0.0,37.0,0.0,0.018848700967906265,0.0,1.696383087111564,0.0,3.0,0.0,0.0015282730514518594,0.0,0.13754457463066735,1.0,20.0,0.011111111111111112,0.010188487009679063,1.0,0.9169638308711157,0.0,20.0,0.0,0.010188487009679063,0.0,0.9169638308711157,0.0,29.0,0.0,0.014773306164034642,0.0,1.3295975547631178,1.0,6.0,0.011111111111111112,0.003056546102903719,1.0,0.2750891492613347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0015282730514518594,0.0,0.13754457463066735,1.0,12.0,0.011111111111111112,0.006113092205807438,1.0,0.5501782985226694,2.0,23.0,0.022222222222222223,0.011716760061130923,2.0,1.054508405501783,0.0,8.0,0.0,0.004075394803871625,0.0,0.36678553234844624,0.0,1.0,0.0,0.0005094243504839531,0.0,0.04584819154355578,2.0,21.0,0.022222222222222223,0.010697911360163017,2.0,0.9628120224146715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.022222222222222223,0.012226184411614875,2.0,1.1003565970453388,0.0,8.0,0.0,0.004075394803871625,0.0,0.36678553234844624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WOL,0.11872524296244112,0.9908850221912942,0.13375586988170912,0.3960822978413643,0.9917545192213664,0.9389578000022476,0.16987664735608418,0.005586840459349842,0.21997450704959542,1.244469731637821,1.1527404251566225,0.7709241784174137,0.23623494780292556,0.8576668896571225,0.0008674698795180724,0.004823302491440397,0.0007973068745570518,1.0877192710750379,0.27341158937658977,0.0,0.0,0.0,0.0,0.0,5,5
